lib,N,dataset,dim,model,norm,repeat,number,min,max,mean,lower,upper,count,median,diff_ort,upper_diff_ort,lower_diff_ort,diff_pyrt,upper_diff_pyrt,lower_diff_pyrt,diff_pyrtc,upper_diff_pyrtc,lower_diff_pyrtc,fit_estimator_weights_.shape,fit_estimator_errors_.shape,fit_classes_.shape,fit_n_classes_,fit_estimators_.size,fit_estimators_.n_classes_,fit_estimators_.max|tree_.max_depth,fit_estimators_.classes_.shape,fit_estimators_.n_features_,fit_estimators_.sum|tree_.node_count,fit_estimators_.sum|tree_.leave_count,fit_class_count_.shape,fit_feature_count_.shape,fit_feature_log_prob_.shape,fit_class_log_prior_.shape,fit_n_features_,fit_tree_.node_count,fit_tree_.leave_count,fit_tree_.max_depth,fit_estimators_.shape,fit_train_score_.shape,fit_estimators_.sum|.sum|tree_.leave_count,fit_estimators_..n_classes_,fit_estimators_.max|.max|tree_.max_depth,fit_estimators_..n_features_,fit_estimators_.sum|.sum|tree_.node_count,fit_objective,fit_n_classes,fit_node_count,fit_ntrees,fit_leave_count,fit_mode_count,fit_coef_.shape,fit_intercept_.shape,fit_n_iter_.shape,fit_best_loss_.shape,fit_loss_.shape,fit_class_weight_.shape,fit_support_.shape,fit_support_vectors_.shape,fit_dual_coef_.shape,fit_probA_.shape,fit_probB_.shape
skl,500,digits,-1,XGB-ZM,False,5,1,0.020946482196450233,0.02115268725901842,0.021019530668854713,0.020946482196450233,0.02115268725901842,5,0.020995840430259705,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,,,10.0,10.0,1000.0,,,,,,,,,,,,,,,,,,,,,,multi:softprob,,17908.0,1000.0,9454.0,2.0,,,,,,,,,,,
pyrt,500,digits,-1,XGB-ZM,False,5,1,0.057462435215711594,0.05854663997888565,0.05803540125489235,0.057462435215711594,0.05854663997888565,5,0.058079587295651436,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,,,10.0,10.0,1000.0,,,,,,,,,,,,,,,,,,,,,,multi:softprob,,17908.0,1000.0,9454.0,2.0,,,,,,,,,,,
pyrtc,500,digits,-1,XGB-ZM,False,5,1,0.05674239248037338,0.05702870897948742,0.0568522609770298,0.05674239248037338,0.05702870897948742,5,0.056772505864501,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,,,10.0,10.0,1000.0,,,,,,,,,,,,,,,,,,,,,,multi:softprob,,17908.0,1000.0,9454.0,2.0,,,,,,,,,,,
ort,1000,digits,-1,XGB-ZM,False,5,1,0.11992819514125586,0.12102628964930773,0.12028096094727517,0.11992819514125586,0.12102628964930773,5,0.12012529280036688,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,,,10.0,10.0,1000.0,,,,,,,,,,,,,,,,,,,,,,multi:softprob,,17908.0,1000.0,9454.0,2.0,,,,,,,,,,,
skl,1000,digits,-1,XGB-ZM,False,5,1,0.04185008257627487,0.042133075185120106,0.041969989985227586,0.04185008257627487,0.042133075185120106,5,0.041933600790798664,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,,,10.0,10.0,1000.0,,,,,,,,,,,,,,,,,,,,,,multi:softprob,,17908.0,1000.0,9454.0,2.0,,,,,,,,,,,
pyrt,1000,digits,-1,XGB-ZM,False,5,1,0.11491121910512447,0.12031520809978247,0.11607066690921783,0.11491121910512447,0.1202325606528161,5,0.11504167970269918,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,,,10.0,10.0,1000.0,,,,,,,,,,,,,,,,,,,,,,multi:softprob,,17908.0,1000.0,9454.0,2.0,,,,,,,,,,,
pyrtc,1000,digits,-1,XGB-ZM,False,5,1,0.11347011663019657,0.11411314737051725,0.11369747575372458,0.11347011663019657,0.11411314737051725,5,0.11363276559859514,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,,,10.0,10.0,1000.0,,,,,,,,,,,,,,,,,,,,,,multi:softprob,,17908.0,1000.0,9454.0,2.0,,,,,,,,,,,
ort,2000,digits,-1,XGB-ZM,False,5,1,0.23999078013002872,0.24300418607890606,0.2406980073079467,0.23999078013002872,0.24298718938507374,5,0.24001615773886442,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,,,10.0,10.0,1000.0,,,,,,,,,,,,,,,,,,,,,,multi:softprob,,17908.0,1000.0,9454.0,2.0,,,,,,,,,,,
skl,2000,digits,-1,XGB-ZM,False,5,1,0.08362382184714079,0.08394734282046556,0.0838119788095355,0.08362382184714079,0.08394734282046556,5,0.08384129870682955,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,,,10.0,10.0,1000.0,,,,,,,,,,,,,,,,,,,,,,multi:softprob,,17908.0,1000.0,9454.0,2.0,,,,,,,,,,,
pyrt,2000,digits,-1,XGB-ZM,False,5,1,0.22968779411166906,0.23403652757406235,0.2306844713166356,0.22968779411166906,0.23397852544359063,5,0.22982177883386612,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,,,10.0,10.0,1000.0,,,,,,,,,,,,,,,,,,,,,,multi:softprob,,17908.0,1000.0,9454.0,2.0,,,,,,,,,,,
pyrtc,2000,digits,-1,XGB-ZM,False,5,1,0.22712492663413286,0.22766252793371677,0.22731087114661933,0.22712492663413286,0.22766252793371677,5,0.22730606514960527,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,,,10.0,10.0,1000.0,,,,,,,,,,,,,,,,,,,,,,multi:softprob,,17908.0,1000.0,9454.0,2.0,,,,,,,,,,,
ort,5000,digits,-1,XGB-ZM,False,5,1,0.6009841402992606,0.6067674811929464,0.6027520876377821,0.6009841402992606,0.6067674811929464,5,0.6019057566300035,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,,,10.0,10.0,1000.0,,,,,,,,,,,,,,,,,,,,,,multi:softprob,,17908.0,1000.0,9454.0,2.0,,,,,,,,,,,
skl,5000,digits,-1,XGB-ZM,False,5,1,0.2090385379269719,0.20965909399092197,0.2093479536473751,0.2090385379269719,0.20965909399092197,5,0.20936325564980507,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,,,10.0,10.0,1000.0,,,,,,,,,,,,,,,,,,,,,,multi:softprob,,17908.0,1000.0,9454.0,2.0,,,,,,,,,,,
pyrt,5000,digits,-1,XGB-ZM,False,5,1,0.5747603755444288,0.5827889470383525,0.5769474284723402,0.5747603755444288,0.5827889470383525,5,0.5748687498271465,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,,,10.0,10.0,1000.0,,,,,,,,,,,,,,,,,,,,,,multi:softprob,,17908.0,1000.0,9454.0,2.0,,,,,,,,,,,
pyrtc,5000,digits,-1,XGB-ZM,False,5,1,0.5675056930631399,0.5679946010932326,0.5678500825539231,0.5675056930631399,0.5679946010932326,5,0.5679270289838314,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,,,10.0,10.0,1000.0,,,,,,,,,,,,,,,,,,,,,,multi:softprob,,17908.0,1000.0,9454.0,2.0,,,,,,,,,,,
ort,10000,digits,-1,XGB-ZM,False,5,1,1.2002845350652933,1.2043198244646192,1.2017941907048226,1.2002845350652933,1.2043198244646192,5,1.2013952899724245,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,,,10.0,10.0,1000.0,,,,,,,,,,,,,,,,,,,,,,multi:softprob,,17908.0,1000.0,9454.0,2.0,,,,,,,,,,,
skl,10000,digits,-1,XGB-ZM,False,5,1,0.4179596211761236,0.4187519382685423,0.4182383159175515,0.4179596211761236,0.4187519382685423,5,0.41814683750271797,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,,,10.0,10.0,1000.0,,,,,,,,,,,,,,,,,,,,,,multi:softprob,,17908.0,1000.0,9454.0,2.0,,,,,,,,,,,
pyrt,10000,digits,-1,XGB-ZM,False,5,1,1.1491163605824113,1.1547808153554797,1.151677630096674,1.1491163605824113,1.1547808153554797,5,1.1507660187780857,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,,,10.0,10.0,1000.0,,,,,,,,,,,,,,,,,,,,,,multi:softprob,,17908.0,1000.0,9454.0,2.0,,,,,,,,,,,
pyrtc,10000,digits,-1,XGB-ZM,False,5,1,1.1348647996783257,1.1361092366278172,1.1356363834813237,1.1348647996783257,1.1361092366278172,5,1.13574384059757,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,,,10.0,10.0,1000.0,,,,,,,,,,,,,,,,,,,,,,multi:softprob,,17908.0,1000.0,9454.0,2.0,,,,,,,,,,,
ort,20000,digits,-1,XGB-ZM,False,5,1,2.401598423719406,2.412453926168382,2.406394736468792,2.401598423719406,2.412453926168382,5,2.404973002150655,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,,,10.0,10.0,1000.0,,,,,,,,,,,,,,,,,,,,,,multi:softprob,,17908.0,1000.0,9454.0,2.0,,,,,,,,,,,
skl,20000,digits,-1,XGB-ZM,False,5,1,0.837148817256093,0.8384203193709254,0.8379259163513779,0.837148817256093,0.8384203193709254,5,0.8380420999601483,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,,,10.0,10.0,1000.0,,,,,,,,,,,,,,,,,,,,,,multi:softprob,,17908.0,1000.0,9454.0,2.0,,,,,,,,,,,
pyrt,20000,digits,-1,XGB-ZM,False,5,1,2.2996882125735283,2.3291699113324285,2.3139571135863664,2.2996882125735283,2.3291699113324285,5,2.3084497088566422,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,,,10.0,10.0,1000.0,,,,,,,,,,,,,,,,,,,,,,multi:softprob,,17908.0,1000.0,9454.0,2.0,,,,,,,,,,,
pyrtc,20000,digits,-1,XGB-ZM,False,5,1,2.270986639894545,2.2765228040516376,2.2723464628681542,2.270986639894545,2.2764760752464506,5,2.271315540187061,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,,,10.0,10.0,1000.0,,,,,,,,,,,,,,,,,,,,,,multi:softprob,,17908.0,1000.0,9454.0,2.0,,,,,,,,,,,
ort,50000,digits,-1,XGB-ZM,False,5,1,6.005917497910559,6.0340818632394075,6.02054660692811,6.005917497910559,6.0340818632394075,5,6.021846378222108,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,,,10.0,10.0,1000.0,,,,,,,,,,,,,,,,,,,,,,multi:softprob,,17908.0,1000.0,9454.0,2.0,,,,,,,,,,,
skl,50000,digits,-1,XGB-ZM,False,5,1,2.091403932310641,2.0989752067252994,2.094677999429405,2.091403932310641,2.0989752067252994,5,2.093426750972867,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,,,10.0,10.0,1000.0,,,,,,,,,,,,,,,,,,,,,,multi:softprob,,17908.0,1000.0,9454.0,2.0,,,,,,,,,,,
pyrt,50000,digits,-1,XGB-ZM,False,5,1,5.750814742408693,5.896134126931429,5.787342850677669,5.750814742408693,5.895787754162772,5,5.756407992914319,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,,,10.0,10.0,1000.0,,,,,,,,,,,,,,,,,,,,,,multi:softprob,,17908.0,1000.0,9454.0,2.0,,,,,,,,,,,
pyrtc,50000,digits,-1,XGB-ZM,False,5,1,5.675674891099334,5.68372661806643,5.679212157614529,5.675674891099334,5.68372661806643,5,5.678347902372479,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07,,,10.0,10.0,1000.0,,,,,,,,,,,,,,,,,,,,,,multi:softprob,,17908.0,1000.0,9454.0,2.0,,,,,,,,,,,
ort,1,digits,-1,XGB-ZM,True,5,1,0.0002054460346698761,0.0005824454128742218,0.00032021217048168183,0.0002054460346698761,0.0005824454128742218,5,0.00026138685643672943,4.859175533056259e-08,2.384185791015625e-07,4.94765117764473e-10,2.384185791015625e-08,1.1920928955078125e-07,0.0,2.384185791015625e-08,1.1920928955078125e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,1,digits,-1,XGB-ZM,True,5,1,0.00020393729209899902,0.00044428929686546326,0.0002568291500210762,0.00020393729209899902,0.0004408752496311505,5,0.00021103117614984512,4.859175533056259e-08,2.384185791015625e-07,4.94765117764473e-10,2.384185791015625e-08,1.1920928955078125e-07,0.0,2.384185791015625e-08,1.1920928955078125e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,1,digits,-1,XGB-ZM,True,5,1,0.00020029395818710327,0.000558135099709034,0.0002993267029523849,0.00020029395818710327,0.000558135099709034,5,0.0002373047173023224,4.859175533056259e-08,2.384185791015625e-07,4.94765117764473e-10,2.384185791015625e-08,1.1920928955078125e-07,0.0,2.384185791015625e-08,1.1920928955078125e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,1,digits,-1,XGB-ZM,True,5,1,0.0001719854772090912,0.0004464518278837204,0.0002482367679476738,0.0001719854772090912,0.0004464518278837204,5,0.0002043209969997406,4.859175533056259e-08,2.384185791015625e-07,4.94765117764473e-10,2.384185791015625e-08,1.1920928955078125e-07,0.0,2.384185791015625e-08,1.1920928955078125e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,2,digits,-1,XGB-ZM,True,5,1,0.00032004527747631073,0.0005747051909565926,0.00040410701185464857,0.00032004527747631073,0.0005747051909565926,5,0.0003699474036693573,7.646791636943817e-05,0.00038183294236660004,1.1920928955078125e-07,7.641464471817017e-05,0.00038183294236660004,0.0,7.641464471817017e-05,0.00038183294236660004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,2,digits,-1,XGB-ZM,True,5,1,0.00023941975086927414,0.00033745821565389633,0.0002647597342729568,0.00023941975086927414,0.0003371565033083967,5,0.0002483585849404335,7.646791636943817e-05,0.00038183294236660004,1.1920928955078125e-07,7.641464471817017e-05,0.00038183294236660004,0.0,7.641464471817017e-05,0.00038183294236660004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,2,digits,-1,XGB-ZM,True,5,1,0.0003375280648469925,0.000540807843208313,0.00039804484695196154,0.0003375280648469925,0.000540807843208313,5,0.00036531221121549606,7.646791636943817e-05,0.00038183294236660004,1.1920928955078125e-07,7.641464471817017e-05,0.00038183294236660004,0.0,7.641464471817017e-05,0.00038183294236660004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,2,digits,-1,XGB-ZM,True,5,1,0.0002869805321097374,0.0004493631422519684,0.0003398723900318146,0.0002869805321097374,0.0004493631422519684,5,0.00032368581742048264,7.646791636943817e-05,0.00038183294236660004,1.1920928955078125e-07,7.641464471817017e-05,0.00038183294236660004,0.0,7.641464471817017e-05,0.00038183294236660004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,5,digits,-1,XGB-ZM,True,5,1,0.0007435344159603119,0.001027916558086872,0.0008198225870728493,0.0007435344159603119,0.001027916558086872,5,0.000774669460952282,0.01852997103706002,0.09234043210744858,1.1920928955078125e-07,0.01852994440123439,0.09234043210744858,4.470348358154297e-08,0.01852994440123439,0.09234043210744858,4.470348358154297e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,5,digits,-1,XGB-ZM,True,5,1,0.00036713574081659317,0.0004876861348748207,0.00039805565029382706,0.00036713574081659317,0.0004868258170527363,5,0.0003783097490668297,0.01852997103706002,0.09234043210744858,1.1920928955078125e-07,0.01852994440123439,0.09234043210744858,4.470348358154297e-08,0.01852994440123439,0.09234043210744858,4.470348358154297e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,5,digits,-1,XGB-ZM,True,5,1,0.0007496913895010948,0.0009940853342413902,0.0008229022845625877,0.0007496913895010948,0.0009940853342413902,5,0.0007736021652817726,0.01852997103706002,0.09234043210744858,1.1920928955078125e-07,0.01852994440123439,0.09234043210744858,4.470348358154297e-08,0.01852994440123439,0.09234043210744858,4.470348358154297e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,5,digits,-1,XGB-ZM,True,5,1,0.0006626630201935768,0.0008750120177865028,0.0007179301232099533,0.0006626630201935768,0.0008742482965582248,5,0.0006830086931586266,0.01852997103706002,0.09234043210744858,1.1920928955078125e-07,0.01852994440123439,0.09234043210744858,4.470348358154297e-08,0.01852994440123439,0.09234043210744858,4.470348358154297e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,10,digits,-1,XGB-ZM,True,5,1,0.001462186686694622,0.0018824385479092598,0.001559227891266346,0.001462186686694622,0.0018767408570185896,5,0.001477654092013836,0.0023487089201807976,0.011196315288543701,1.1920928955078125e-07,0.0023486976511776446,0.011196255683898926,1.1920928955078125e-07,0.0023486976511776446,0.011196255683898926,1.1920928955078125e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,10,digits,-1,XGB-ZM,True,5,1,0.0005841581150889397,0.0007273033261299133,0.000616740807890892,0.0005841581150889397,0.0007253419038834661,5,0.0005889860913157463,0.0023487089201807976,0.011196315288543701,1.1920928955078125e-07,0.0023486976511776446,0.011196255683898926,1.1920928955078125e-07,0.0023486976511776446,0.011196255683898926,1.1920928955078125e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,10,digits,-1,XGB-ZM,True,5,1,0.001443249173462391,0.0017733480781316757,0.0015235638245940208,0.001443249173462391,0.001769132280354094,5,0.0014636237174272537,0.0023487089201807976,0.011196315288543701,1.1920928955078125e-07,0.0023486976511776446,0.011196255683898926,1.1920928955078125e-07,0.0023486976511776446,0.011196255683898926,1.1920928955078125e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,10,digits,-1,XGB-ZM,True,5,1,0.0013042837381362915,0.0015343967825174332,0.001361461542546749,0.0013042837381362915,0.0015318574255443634,5,0.001321401447057724,0.0023487089201807976,0.011196315288543701,1.1920928955078125e-07,0.0023486976511776446,0.011196255683898926,1.1920928955078125e-07,0.0023486976511776446,0.011196255683898926,1.1920928955078125e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,20,digits,-1,XGB-ZM,True,5,1,0.0028550680726766586,0.0034444350749254227,0.003011329099535942,0.0028550680726766586,0.0034412566508478224,5,0.0029054023325443268,0.018197887949645518,0.09004896134138107,1.1920928955078125e-07,0.018197896890342236,0.09004892408847809,1.1920928955078125e-07,0.018197896890342236,0.09004892408847809,1.1920928955078125e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,20,digits,-1,XGB-ZM,True,5,1,0.0010123122483491898,0.001167316921055317,0.00104688610881567,0.0010123122483491898,0.0011650176984693917,5,0.0010175108909606934,0.018197887949645518,0.09004896134138107,1.1920928955078125e-07,0.018197896890342236,0.09004892408847809,1.1920928955078125e-07,0.018197896890342236,0.09004892408847809,1.1920928955078125e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,20,digits,-1,XGB-ZM,True,5,1,0.0028408821672201157,0.003267490305006504,0.002937052398920059,0.0028408821672201157,0.003261568741241946,5,0.0028547216206789017,0.018197887949645518,0.09004896134138107,1.1920928955078125e-07,0.018197896890342236,0.09004892408847809,1.1920928955078125e-07,0.018197896890342236,0.09004892408847809,1.1920928955078125e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,20,digits,-1,XGB-ZM,True,5,1,0.0025545991957187653,0.0028668036684393883,0.0026253679767251014,0.0025545991957187653,0.002862961529093779,5,0.0025618234649300575,0.018197887949645518,0.09004896134138107,1.1920928955078125e-07,0.018197896890342236,0.09004892408847809,1.1920928955078125e-07,0.018197896890342236,0.09004892408847809,1.1920928955078125e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,50,digits,-1,XGB-ZM,True,5,1,0.00706529151648283,0.007888487540185452,0.007270005345344543,0.00706529151648283,0.007878678069899885,5,0.007132331840693951,0.018777666543610395,0.09234043210744858,0.00011427525896579027,0.01877766693942249,0.09234043210744858,0.00011427735444158316,0.01877766693942249,0.09234043210744858,0.00011427735444158316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,50,digits,-1,XGB-ZM,True,5,1,0.0022572800517082214,0.0024655424058437347,0.0023146977648139,0.0022572800517082214,0.002464739962316798,5,0.002286316826939583,0.018777666543610395,0.09234043210744858,0.00011427525896579027,0.01877766693942249,0.09234043210744858,0.00011427735444158316,0.01877766693942249,0.09234043210744858,0.00011427735444158316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,50,digits,-1,XGB-ZM,True,5,1,0.006995592266321182,0.007544879801571369,0.007145879231393338,0.006995592266321182,0.007540709966972237,5,0.007055021822452545,0.018777666543610395,0.09234043210744858,0.00011427525896579027,0.01877766693942249,0.09234043210744858,0.00011427735444158316,0.01877766693942249,0.09234043210744858,0.00011427735444158316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,50,digits,-1,XGB-ZM,True,5,1,0.006310055963695049,0.0067155929282307625,0.006425908580422401,0.006310055963695049,0.006714218061961704,5,0.006364807486534119,0.018777666543610395,0.09234043210744858,0.00011427525896579027,0.01877766693942249,0.09234043210744858,0.00011427735444158316,0.01877766693942249,0.09234043210744858,0.00011427735444158316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,100,digits,-1,XGB-ZM,True,5,1,0.014111211523413658,0.015083815902471542,0.014359299466013909,0.014111211523413658,0.015075023947054619,5,0.014194509014487267,0.23868668014183642,0.5540904402732849,0.0007473272271454334,0.2386866367654875,0.5540903210639954,0.0007473264122381806,0.2386866367654875,0.5540903210639954,0.0007473264122381806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,100,digits,-1,XGB-ZM,True,5,1,0.004383142106235027,0.004588237032294273,0.004438436031341553,0.004383142106235027,0.004586350986500992,5,0.0044069234281778336,0.23868668014183642,0.5540904402732849,0.0007473272271454334,0.2386866367654875,0.5540903210639954,0.0007473264122381806,0.2386866367654875,0.5540903210639954,0.0007473264122381806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,100,digits,-1,XGB-ZM,True,5,1,0.014206066727638245,0.014804008416831493,0.014334522001445294,0.014206066727638245,0.014794771702686641,5,0.014219162985682487,0.23868668014183642,0.5540904402732849,0.0007473272271454334,0.2386866367654875,0.5540903210639954,0.0007473264122381806,0.2386866367654875,0.5540903210639954,0.0007473264122381806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,100,digits,-1,XGB-ZM,True,5,1,0.012690441682934761,0.013103420846164227,0.01284919735044241,0.012690441682934761,0.013103420846164227,5,0.012824656441807747,0.23868668014183642,0.5540904402732849,0.0007473272271454334,0.2386866367654875,0.5540903210639954,0.0007473264122381806,0.2386866367654875,0.5540903210639954,0.0007473264122381806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,200,digits,-1,XGB-ZM,True,5,1,0.028153833001852036,0.029625187627971172,0.028682895936071873,0.028153833001852036,0.029625187627971172,5,0.02857806906104088,0.44652620777487756,0.5540904402732849,0.029043149203062057,0.44652612432837485,0.5540903210639954,0.029043149203062057,0.44652612432837485,0.5540903210639954,0.029043149203062057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
