lib,N,dataset,dim,model,norm,repeat,number,min,max,mean,lower,upper,count,median,diff_ort,upper_diff_ort,lower_diff_ort,diff_pyrt,upper_diff_pyrt,lower_diff_pyrt,diff_pyrtc,upper_diff_pyrtc,lower_diff_pyrtc,fit_estimator_weights_.shape,fit_estimator_errors_.shape,fit_classes_.shape,fit_n_classes_,fit_estimators_.size,fit_estimators_.n_classes_,fit_estimators_.max|tree_.max_depth,fit_estimators_.classes_.shape,fit_estimators_.n_features_,fit_estimators_.sum|tree_.node_count,fit_estimators_.sum|tree_.leave_count,fit_class_count_.shape,fit_feature_count_.shape,fit_feature_log_prob_.shape,fit_class_log_prior_.shape,fit_n_features_,fit_tree_.node_count,fit_tree_.leave_count,fit_tree_.max_depth,fit_estimators_.shape,fit_train_score_.shape,fit_estimators_.sum|.sum|tree_.leave_count,fit_estimators_..n_classes_,fit_estimators_.max|.max|tree_.max_depth,fit_estimators_..n_features_,fit_estimators_.sum|.sum|tree_.node_count,fit_objective,fit_n_classes,fit_node_count,fit_ntrees,fit_leave_count,fit_mode_count,fit_coef_.shape,fit_intercept_.shape,fit_n_iter_.shape,fit_best_loss_.shape,fit_loss_.shape,fit_class_weight_.shape,fit_support_.shape,fit_support_vectors_.shape,fit_dual_coef_.shape,fit_probA_.shape,fit_probB_.shape
ort,2000,breast_cancer,-1,XGB-ZM,False,5,1,0.010609257966279984,0.010695432312786579,0.010656451992690563,0.010609257966279984,0.010695432312786579,5,0.01064981147646904,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,,,2.0,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,binary:logistic,,1170.0,100.0,635.0,2.0,,,,,,,,,,,
skl,2000,breast_cancer,-1,XGB-ZM,False,5,1,0.004523576237261295,0.005021717399358749,0.004763656295835972,0.004523576237261295,0.005021717399358749,5,0.0047729285433888435,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,,,2.0,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,binary:logistic,,1170.0,100.0,635.0,2.0,,,,,,,,,,,
pyrt,2000,breast_cancer,-1,XGB-ZM,False,5,1,0.011941149830818176,0.012161403894424438,0.012053629755973816,0.011941149830818176,0.012161403894424438,5,0.012074993923306465,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,,,2.0,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,binary:logistic,,1170.0,100.0,635.0,2.0,,,,,,,,,,,
pyrtc,2000,breast_cancer,-1,XGB-ZM,False,5,1,0.011821208521723747,0.012000728398561478,0.011907627992331981,0.011821208521723747,0.012000728398561478,5,0.011869378387928009,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,,,2.0,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,binary:logistic,,1170.0,100.0,635.0,2.0,,,,,,,,,,,
ort,5000,breast_cancer,-1,XGB-ZM,False,5,1,0.026522858068346977,0.02663367986679077,0.02657851781696081,0.026522858068346977,0.02663367986679077,5,0.02656567469239235,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,,,2.0,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,binary:logistic,,1170.0,100.0,635.0,2.0,,,,,,,,,,,
skl,5000,breast_cancer,-1,XGB-ZM,False,5,1,0.011595978401601315,0.012306733056902885,0.012006381899118424,0.011595978401601315,0.012306733056902885,5,0.012107678689062595,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,,,2.0,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,binary:logistic,,1170.0,100.0,635.0,2.0,,,,,,,,,,,
pyrt,5000,breast_cancer,-1,XGB-ZM,False,5,1,0.02973105665296316,0.03011895902454853,0.0299152759835124,0.02973105665296316,0.03011895902454853,5,0.029937132261693478,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,,,2.0,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,binary:logistic,,1170.0,100.0,635.0,2.0,,,,,,,,,,,
pyrtc,5000,breast_cancer,-1,XGB-ZM,False,5,1,0.029624762944877148,0.029852199368178844,0.02973438873887062,0.029624762944877148,0.029852199368178844,5,0.02971743606030941,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,,,2.0,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,binary:logistic,,1170.0,100.0,635.0,2.0,,,,,,,,,,,
ort,10000,breast_cancer,-1,XGB-ZM,False,5,1,0.052838925272226334,0.05304837226867676,0.05291020348668098,0.052838925272226334,0.05304837226867676,5,0.052892801351845264,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,,,2.0,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,binary:logistic,,1170.0,100.0,635.0,2.0,,,,,,,,,,,
skl,10000,breast_cancer,-1,XGB-ZM,False,5,1,0.02266722172498703,0.023840544745326042,0.02331364303827286,0.02266722172498703,0.023840544745326042,5,0.023295840248465538,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,,,2.0,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,binary:logistic,,1170.0,100.0,635.0,2.0,,,,,,,,,,,
pyrt,10000,breast_cancer,-1,XGB-ZM,False,5,1,0.05950418207794428,0.059944434091448784,0.05968622155487537,0.05950418207794428,0.059944434091448784,5,0.05970894545316696,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,,,2.0,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,binary:logistic,,1170.0,100.0,635.0,2.0,,,,,,,,,,,
pyrtc,10000,breast_cancer,-1,XGB-ZM,False,5,1,0.05914861336350441,0.05947524216026068,0.05931764673441649,0.05914861336350441,0.05947524216026068,5,0.05928387865424156,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,,,2.0,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,binary:logistic,,1170.0,100.0,635.0,2.0,,,,,,,,,,,
ort,20000,breast_cancer,-1,XGB-ZM,False,5,1,0.1055894372984767,0.10592484939843416,0.10571882408112288,0.1055894372984767,0.10592484939843416,5,0.10569002944976091,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,,,2.0,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,binary:logistic,,1170.0,100.0,635.0,2.0,,,,,,,,,,,
skl,20000,breast_cancer,-1,XGB-ZM,False,5,1,0.04603832680732012,0.0485027190297842,0.047291461192071435,0.04603832680732012,0.0485027190297842,5,0.04746245499700308,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,,,2.0,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,binary:logistic,,1170.0,100.0,635.0,2.0,,,,,,,,,,,
pyrt,20000,breast_cancer,-1,XGB-ZM,False,5,1,0.11894309986382723,0.119850417599082,0.11932371072471142,0.11894309986382723,0.119850417599082,5,0.1192339938133955,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,,,2.0,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,binary:logistic,,1170.0,100.0,635.0,2.0,,,,,,,,,,,
pyrtc,20000,breast_cancer,-1,XGB-ZM,False,5,1,0.11847259663045406,0.1190225537866354,0.11881482936441898,0.11847259663045406,0.1190225537866354,5,0.11884227022528648,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,,,2.0,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,binary:logistic,,1170.0,100.0,635.0,2.0,,,,,,,,,,,
ort,50000,breast_cancer,-1,XGB-ZM,False,5,1,0.26402562391012907,0.26506894547492266,0.26435701698064806,0.26402562391012907,0.26506894547492266,5,0.26416607573628426,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,,,2.0,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,binary:logistic,,1170.0,100.0,635.0,2.0,,,,,,,,,,,
skl,50000,breast_cancer,-1,XGB-ZM,False,5,1,0.11615649331361055,0.11939551401883364,0.11766853369772434,0.11615649331361055,0.11939551401883364,5,0.11750076711177826,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,,,2.0,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,binary:logistic,,1170.0,100.0,635.0,2.0,,,,,,,,,,,
pyrt,50000,breast_cancer,-1,XGB-ZM,False,5,1,0.2976381005719304,0.2997412644326687,0.2982858959585428,0.2976381005719304,0.2997412644326687,5,0.298104515299201,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,,,2.0,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,binary:logistic,,1170.0,100.0,635.0,2.0,,,,,,,,,,,
pyrtc,50000,breast_cancer,-1,XGB-ZM,False,5,1,0.29631357081234455,0.29706440307199955,0.2966618133708835,0.29631357081234455,0.29706440307199955,5,0.296519685536623,1.1920928955078125e-07,1.1920928955078125e-07,1.1920928955078125e-07,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,7.951166480779648e-08,,,2.0,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,binary:logistic,,1170.0,100.0,635.0,2.0,,,,,,,,,,,
ort,1,breast_cancer,-1,XGB-ZM,True,5,1,2.690684050321579e-05,7.396657019853592e-05,3.8028694689273834e-05,2.690684050321579e-05,7.338549016409424e-05,5,2.9029324650764465e-05,2.8335489332675934e-08,5.960464477539063e-08,0.0,2.237502485513687e-08,5.960464477539063e-08,0.0,2.237502485513687e-08,5.960464477539063e-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,1,breast_cancer,-1,XGB-ZM,True,5,1,0.0001680087298154831,0.00028336793184280396,0.00019728168845176697,0.0001680087298154831,0.0002831871826581849,5,0.000173899345099926,2.8335489332675934e-08,5.960464477539063e-08,0.0,2.237502485513687e-08,5.960464477539063e-08,0.0,2.237502485513687e-08,5.960464477539063e-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,1,breast_cancer,-1,XGB-ZM,True,5,1,4.200544208288193e-05,6.955862045288086e-05,4.843790084123612e-05,4.200544208288193e-05,6.91992102116376e-05,5,4.3725594878196716e-05,2.8335489332675934e-08,5.960464477539063e-08,0.0,2.237502485513687e-08,5.960464477539063e-08,0.0,2.237502485513687e-08,5.960464477539063e-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,1,breast_cancer,-1,XGB-ZM,True,5,1,2.7614645659923553e-05,3.6135315895080566e-05,2.9997527599334715e-05,2.7614645659923553e-05,3.607702486337907e-05,5,2.8681010007858276e-05,2.8335489332675934e-08,5.960464477539063e-08,0.0,2.237502485513687e-08,5.960464477539063e-08,0.0,2.237502485513687e-08,5.960464477539063e-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,2,breast_cancer,-1,XGB-ZM,True,5,1,3.480259329080582e-05,4.931259900331497e-05,3.909580409526825e-05,3.480259329080582e-05,4.931259900331497e-05,5,3.6082230508327484e-05,2.6728957891464233e-08,5.960464477539063e-08,0.0,2.076849341392517e-08,5.960464477539063e-08,0.0,2.076849341392517e-08,5.960464477539063e-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,2,breast_cancer,-1,XGB-ZM,True,5,1,0.00016772374510765076,0.00018558837473392487,0.00017454829066991805,0.00016772374510765076,0.00018558837473392487,5,0.00017281528562307358,2.6728957891464233e-08,5.960464477539063e-08,0.0,2.076849341392517e-08,5.960464477539063e-08,0.0,2.076849341392517e-08,5.960464477539063e-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,2,breast_cancer,-1,XGB-ZM,True,5,1,5.158688873052597e-05,6.262492388486862e-05,5.520191043615341e-05,5.158688873052597e-05,6.262492388486862e-05,5,5.351472645998001e-05,2.6728957891464233e-08,5.960464477539063e-08,0.0,2.076849341392517e-08,5.960464477539063e-08,0.0,2.076849341392517e-08,5.960464477539063e-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,2,breast_cancer,-1,XGB-ZM,True,5,1,3.6961399018764496e-05,4.247669130563736e-05,3.856532275676727e-05,3.6961399018764496e-05,4.247669130563736e-05,5,3.726501017808914e-05,2.6728957891464233e-08,5.960464477539063e-08,0.0,2.076849341392517e-08,5.960464477539063e-08,0.0,2.076849341392517e-08,5.960464477539063e-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,5,breast_cancer,-1,XGB-ZM,True,5,1,5.108676850795746e-05,7.084105163812637e-05,5.781166255474091e-05,5.108676850795746e-05,7.084105163812637e-05,5,5.6469812989234924e-05,7.152557373046875e-08,1.1920928955078125e-07,5.960464477539063e-08,4.76837158203125e-08,5.960464477539063e-08,0.0,4.76837158203125e-08,5.960464477539063e-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,5,breast_cancer,-1,XGB-ZM,True,5,1,0.00017694197595119476,0.00019842199981212616,0.00018517114222049713,0.00017694197595119476,0.00019842199981212616,5,0.00018439814448356628,7.152557373046875e-08,1.1920928955078125e-07,5.960464477539063e-08,4.76837158203125e-08,5.960464477539063e-08,0.0,4.76837158203125e-08,5.960464477539063e-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,5,breast_cancer,-1,XGB-ZM,True,5,1,7.147248834371567e-05,9.269453585147858e-05,7.778871804475784e-05,7.147248834371567e-05,9.269453585147858e-05,5,7.586460560560226e-05,7.152557373046875e-08,1.1920928955078125e-07,5.960464477539063e-08,4.76837158203125e-08,5.960464477539063e-08,0.0,4.76837158203125e-08,5.960464477539063e-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,5,breast_cancer,-1,XGB-ZM,True,5,1,5.499832332134247e-05,6.684847176074982e-05,5.8924593031406405e-05,5.499832332134247e-05,6.684847176074982e-05,5,5.734246224164963e-05,7.152557373046875e-08,1.1920928955078125e-07,5.960464477539063e-08,4.76837158203125e-08,5.960464477539063e-08,0.0,4.76837158203125e-08,5.960464477539063e-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,10,breast_cancer,-1,XGB-ZM,True,5,1,8.183158934116364e-05,9.64021310210228e-05,8.677579462528229e-05,8.183158934116364e-05,9.64021310210228e-05,5,8.415337651968002e-05,9.5367431640625e-08,1.1920928955078125e-07,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,10,breast_cancer,-1,XGB-ZM,True,5,1,0.0001949649304151535,0.00023546256124973297,0.0002050507813692093,0.0001949649304151535,0.00023523567258011094,5,0.00019718147814273834,9.5367431640625e-08,1.1920928955078125e-07,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,10,breast_cancer,-1,XGB-ZM,True,5,1,0.00011009909212589264,0.00012856163084506989,0.00011592041701078415,0.00011009909212589264,0.00012856163084506989,5,0.00011145882308483124,9.5367431640625e-08,1.1920928955078125e-07,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,10,breast_cancer,-1,XGB-ZM,True,5,1,8.652172982692719e-05,9.438116103410721e-05,9.124316275119782e-05,8.652172982692719e-05,9.438116103410721e-05,5,9.103398770093918e-05,9.5367431640625e-08,1.1920928955078125e-07,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,20,breast_cancer,-1,XGB-ZM,True,5,1,0.00013427715748548508,0.00015343353152275085,0.0001415301114320755,0.00013427715748548508,0.00015343353152275085,5,0.00013887044042348862,8.344650268554687e-08,1.1920928955078125e-07,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,20,breast_cancer,-1,XGB-ZM,True,5,1,0.00022078584879636765,0.00026060454547405243,0.00023460052907466888,0.00022078584879636765,0.00026060454547405243,5,0.00022712629288434982,8.344650268554687e-08,1.1920928955078125e-07,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,20,breast_cancer,-1,XGB-ZM,True,5,1,0.00016605574637651443,0.00020509585738182068,0.00018251072615385055,0.00016605574637651443,0.00020509585738182068,5,0.00017952453345060349,8.344650268554687e-08,1.1920928955078125e-07,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,20,breast_cancer,-1,XGB-ZM,True,5,1,0.00014228001236915588,0.0001628594473004341,0.0001508885994553566,0.00014228001236915588,0.0001628594473004341,5,0.00015180744230747223,8.344650268554687e-08,1.1920928955078125e-07,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,50,breast_cancer,-1,XGB-ZM,True,5,1,0.00029808375984430313,0.0003369441255927086,0.00031351074576377866,0.00029808375984430313,0.0003369441255927086,5,0.0003110840916633606,0.0003839731216430664,0.0009597539901733398,1.1920928955078125e-07,0.00038393735885620115,0.0009597539901733398,5.960464477539063e-08,0.00038393735885620115,0.0009597539901733398,5.960464477539063e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,50,breast_cancer,-1,XGB-ZM,True,5,1,0.0002938508987426758,0.0003243759274482727,0.000307256355881691,0.0002938508987426758,0.0003243759274482727,5,0.00031111761927604675,0.0003839731216430664,0.0009597539901733398,1.1920928955078125e-07,0.00038393735885620115,0.0009597539901733398,5.960464477539063e-08,0.00038393735885620115,0.0009597539901733398,5.960464477539063e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,50,breast_cancer,-1,XGB-ZM,True,5,1,0.0003421194851398468,0.00042271241545677185,0.000375945121049881,0.0003421194851398468,0.00042271241545677185,5,0.00037510134279727936,0.0003839731216430664,0.0009597539901733398,1.1920928955078125e-07,0.00038393735885620115,0.0009597539901733398,5.960464477539063e-08,0.00038393735885620115,0.0009597539901733398,5.960464477539063e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,50,breast_cancer,-1,XGB-ZM,True,5,1,0.00031733233481645584,0.00034959055483341217,0.00033052172511816025,0.00031733233481645584,0.00034959055483341217,5,0.0003321431577205658,0.0003839731216430664,0.0009597539901733398,1.1920928955078125e-07,0.00038393735885620115,0.0009597539901733398,5.960464477539063e-08,0.00038393735885620115,0.0009597539901733398,5.960464477539063e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,100,breast_cancer,-1,XGB-ZM,True,5,1,0.0005736853927373886,0.0005976362153887749,0.0005850797519087791,0.0005736853927373886,0.0005976362153887749,5,0.0005839113146066666,0.0005759000778198242,0.0009597539901733398,1.1920928955078125e-07,0.0005758762359619141,0.0009597539901733398,5.960464477539063e-08,0.0005758762359619141,0.0009597539901733398,5.960464477539063e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,100,breast_cancer,-1,XGB-ZM,True,5,1,0.0004319045692682266,0.00045775528997182846,0.0004398619756102562,0.0004319045692682266,0.00045775528997182846,5,0.0004370491951704025,0.0005759000778198242,0.0009597539901733398,1.1920928955078125e-07,0.0005758762359619141,0.0009597539901733398,5.960464477539063e-08,0.0005758762359619141,0.0009597539901733398,5.960464477539063e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,100,breast_cancer,-1,XGB-ZM,True,5,1,0.0006613107398152351,0.00073244608938694,0.0006871491670608521,0.0006613107398152351,0.00073244608938694,5,0.0006835870444774628,0.0005759000778198242,0.0009597539901733398,1.1920928955078125e-07,0.0005758762359619141,0.0009597539901733398,5.960464477539063e-08,0.0005758762359619141,0.0009597539901733398,5.960464477539063e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,100,breast_cancer,-1,XGB-ZM,True,5,1,0.0006249798461794853,0.0006401399150490761,0.0006327942013740539,0.0006249798461794853,0.0006401399150490761,5,0.0006319098174571991,0.0005759000778198242,0.0009597539901733398,1.1920928955078125e-07,0.0005758762359619141,0.0009597539901733398,5.960464477539063e-08,0.0005758762359619141,0.0009597539901733398,5.960464477539063e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,200,breast_cancer,-1,XGB-ZM,True,5,1,0.0011055823415517807,0.0011696070432662964,0.0011342979967594146,0.0011055823415517807,0.0011696070432662964,5,0.0011313250288367271,0.000767827033996582,0.0009597539901733398,1.1920928955078125e-07,0.0007678190944716334,0.0009597539901733398,7.951166480779648e-08,0.0007678190944716334,0.0009597539901733398,7.951166480779648e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,200,breast_cancer,-1,XGB-ZM,True,5,1,0.000654933974146843,0.0007357979193329811,0.000692802295088768,0.000654933974146843,0.0007357979193329811,5,0.0006934534758329391,0.000767827033996582,0.0009597539901733398,1.1920928955078125e-07,0.0007678190944716334,0.0009597539901733398,7.951166480779648e-08,0.0007678190944716334,0.0009597539901733398,7.951166480779648e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,200,breast_cancer,-1,XGB-ZM,True,5,1,0.0012337267398834229,0.0014245100319385529,0.001310742273926735,0.0012337267398834229,0.0014245100319385529,5,0.0012947898358106613,0.000767827033996582,0.0009597539901733398,1.1920928955078125e-07,0.0007678190944716334,0.0009597539901733398,7.951166480779648e-08,0.0007678190944716334,0.0009597539901733398,7.951166480779648e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrtc,200,breast_cancer,-1,XGB-ZM,True,5,1,0.0011774040758609772,0.001274903304874897,0.0012376340106129645,0.0011774040758609772,0.001274903304874897,5,0.00124281644821167,0.000767827033996582,0.0009597539901733398,1.1920928955078125e-07,0.0007678190944716334,0.0009597539901733398,7.951166480779648e-08,0.0007678190944716334,0.0009597539901733398,7.951166480779648e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ort,500,breast_cancer,-1,XGB-ZM,True,5,1,0.0027668625116348267,0.002816534601151943,0.002796730399131775,0.0027668625116348267,0.002816534601151943,5,0.0028037484735250473,0.0009597539901733398,0.0009597539901733398,0.0009597539901733398,0.0009597539901733398,0.0009597539901733398,0.0009597539901733398,0.0009597539901733398,0.0009597539901733398,0.0009597539901733398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skl,500,breast_cancer,-1,XGB-ZM,True,5,1,0.0014645764604210854,0.0016018012538552284,0.0015123559162020684,0.0014645764604210854,0.0016018012538552284,5,0.0014862287789583206,0.0009597539901733398,0.0009597539901733398,0.0009597539901733398,0.0009597539901733398,0.0009597539901733398,0.0009597539901733398,0.0009597539901733398,0.0009597539901733398,0.0009597539901733398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyrt,500,breast_cancer,-1,XGB-ZM,True,5,1,0.00308177899569273,0.003289000131189823,0.003161388263106346,0.00308177899569273,0.003289000131189823,5,0.0031518051400780678,0.0009597539901733398,0.0009597539901733398,0.0009597539901733398,0.0009597539901733398,0.0009597539901733398,0.0009597539901733398,0.0009597539901733398,0.0009597539901733398,0.0009597539901733398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
