method,lib,skl_nb_base_estimators,N,dim,fit_intercept,onnx_options,repeat,number,min,max,min3,max3,mean,lower,upper,count,median,error_c,onnx_nodes,onnx_opset,ort_size,error
predict,onxonnxruntime1,,100,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.32552008330822e-05,5.0800852477550507e-05,3.363331779837608e-05,4.393327981233597e-05,3.467720933258534e-05,3.32552008330822e-05,3.9144878324780464e-05,100,3.414950333535671e-05,0,2.0,12.0,549.0,
predict_proba,skl,1.0,100,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,7.515586912631989e-05,9.477091953158379e-05,7.534679025411606e-05,8.275173604488373e-05,7.655587047338486e-05,7.515586912631989e-05,8.143451038588975e-05,100,7.591932080686092e-05,0,,,,
predict_proba,onxpython_compiled,,100,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,4.640687257051468e-05,6.155995652079582e-05,4.655914381146431e-05,5.3730327636003494e-05,4.72974544391036e-05,4.640687257051468e-05,5.099666367693043e-05,100,4.684203304350376e-05,0,2.0,12.0,549.0,
predict_proba,onxonnxruntime1,,100,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.214040771126747e-05,4.823412746191025e-05,3.229361027479172e-05,4.193931818008423e-05,3.311887383460999e-05,3.214040771126747e-05,3.75254865230539e-05,100,3.266986459493637e-05,0,2.0,12.0,549.0,
predict,py,,100,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,1.1212658137083054e-05,1.9244849681854248e-05,1.1355150490999222e-05,1.2316275388002396e-05,1.1804942041635512e-05,1.1212658137083054e-05,1.333685726033938e-05,100,1.172511838376522e-05,0,,,,
predict_proba,py,,100,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.882823511958122e-05,6.320560351014137e-05,3.8946978747844696e-05,4.192395135760307e-05,3.96809633821249e-05,3.882823511958122e-05,4.479004991114912e-05,100,3.9271777495741844e-05,0,,,,
predict,skl,1.0,1000,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,6.628874689340591e-05,0.0001931539736688137,6.66189007461071e-05,7.606483995914459e-05,7.076448295265436e-05,6.628874689340591e-05,9.52078201822039e-05,100,6.945454515516758e-05,1,,,,ERROR: Dim (1000 )-(1000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(37  'predict')'.
predict,onxpython_compiled,,1000,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00012320000678300858,0.00016281567513942719,0.0001242849975824356,0.00013282522559165955,0.00012668078299611806,0.00012320000678300858,0.00013441510949735707,100,0.0001262009609490633,1,2.0,12.0,549.0,ERROR: Dim (1000 )-(1000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(37  'predict')'.
predict,onxonnxruntime1,,1000,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00011719204485416412,0.00017396965995430946,0.00011757435277104378,0.0001241699792444706,0.00012041760142892599,0.00011719204485416412,0.0001313942039619872,100,0.00011987611651420593,1,2.0,12.0,549.0,ERROR: Dim (1000 )-(1000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(37  'predict')'.
predict_proba,skl,1.0,1000,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,9.807897731661797e-05,0.0001706317998468876,9.961985051631927e-05,0.00010780990123748779,0.00010258242022246123,9.807897731661797e-05,0.00011651979182141081,100,0.00010155118070542812,1,,,,ERROR: Dim (1000 )-(1000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(37  'predict')'.
predict_proba,onxpython_compiled,,1000,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0001237252727150917,0.00016233418136835098,0.00012422911822795868,0.00013288529589772224,0.0001262373011559248,0.0001237252727150917,0.00013398549086863942,100,0.00012556067667901516,1,2.0,12.0,549.0,ERROR: Dim (1000 )-(1000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(37  'predict')'.
predict_proba,onxonnxruntime1,,1000,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00011476501822471619,0.0001695919781923294,0.00011523021385073662,0.00012419186532497406,0.00011754175182431936,0.00011476501822471619,0.00012831467862542073,100,0.00011670589447021484,1,2.0,12.0,549.0,ERROR: Dim (1000 )-(1000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(37  'predict')'.
predict,py,,1000,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,1.832982525229454e-05,3.688409924507141e-05,1.906510442495346e-05,2.3150816559791565e-05,2.0874566398561e-05,1.832982525229454e-05,2.5388673015688533e-05,100,2.0595034584403038e-05,1,,,,ERROR: Dim (1000 )-(1000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(37  'predict')'.
predict_proba,py,,1000,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,7.033301517367363e-05,0.00017536990344524384,7.133185863494873e-05,7.850304245948792e-05,7.406634278595448e-05,7.033301517367363e-05,9.47437697225352e-05,100,7.268995977938175e-05,1,,,,ERROR: Dim (1000 )-(1000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(37  'predict')'.
predict,skl,1.0,10000,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00013122102245688438,0.00029497360810637474,0.00013157585635781288,0.00016733910888433456,0.00013843599241226913,0.00013122102245688438,0.0001731379672646678,100,0.00013413536362349987,0,,,,
predict,onxpython_compiled,,10000,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0008139298297464848,0.0008683470077812672,0.0008176187984645367,0.0008327360264956951,0.0008247225871309638,0.0008139298297464848,0.0008360520351874221,100,0.0008240945171564817,0,2.0,12.0,549.0,
predict,onxonnxruntime1,,10000,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0008564651943743229,0.0009679021313786507,0.0008577401749789715,0.0009207739494740963,0.0008717635739594698,0.0008564651943743229,0.0009059126059202913,100,0.0008641725871711969,0,2.0,12.0,549.0,
predict_proba,skl,1.0,10000,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00026478618383407593,0.00038230419158935547,0.0002653379924595356,0.00028511788696050644,0.0002711266977712512,0.00026478618383407593,0.0002942686149187526,100,0.00026919529773294926,0,,,,
predict_proba,onxpython_compiled,,10000,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0008103698492050171,0.0008621569722890854,0.0008132397197186947,0.000827122014015913,0.0008189732488244772,0.0008103698492050171,0.0008293904438002605,100,0.0008180784061551094,0,2.0,12.0,549.0,
predict_proba,onxonnxruntime1,,10000,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0008497810922563076,0.0009641768410801888,0.0008518099784851074,0.0009058210998773575,0.0008685331977903843,0.0008497810922563076,0.0009041138042491582,100,0.0008583324961364269,0,2.0,12.0,549.0,
predict,py,,10000,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,7.098307833075523e-05,0.00018328987061977386,7.179891690611839e-05,9.017018601298332e-05,7.626854348927737e-05,7.098307833075523e-05,0.00010029954791804986,100,7.381755858659744e-05,0,,,,
predict_proba,py,,10000,10,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00034732790663838387,0.0006777010858058929,0.0003483467735350132,0.0003642737865447998,0.0003558108722791076,0.00034732790663838387,0.0004196245033481933,100,0.000352062052115798,0,,,,
predict,skl,1.0,1,20,True,,100,1,5.4401811212301254e-05,9.938562288880348e-05,5.445769056677818e-05,6.344076246023178e-05,5.594627000391483e-05,5.4401811212301254e-05,6.51530783226912e-05,100,5.505676381289959e-05,0,,,,
predict,onxpython_compiled,,1,20,True,,100,1,4.2866915464401245e-05,7.826834917068481e-05,4.292558878660202e-05,5.10108657181263e-05,4.415969830006361e-05,4.2866915464401245e-05,5.145631850961595e-05,100,4.349998198449612e-05,0,4.0,12.0,814.0,
predict,onxonnxruntime1,,1,20,True,,100,1,2.7813948690891266e-05,7.585715502500534e-05,2.8030015528202057e-05,3.484496846795082e-05,2.90261534973979e-05,2.7813948690891266e-05,3.85652372946957e-05,100,2.8341077268123627e-05,0,4.0,12.0,814.0,
predict_proba,skl,1.0,1,20,True,,100,1,7.73291103541851e-05,0.00010456936433911324,7.744599133729935e-05,8.582510054111481e-05,7.875995710492134e-05,7.73291103541851e-05,8.512334588578813e-05,100,7.786345668137074e-05,0,,,,
predict_proba,onxpython_compiled,,1,20,True,,100,1,4.2372383177280426e-05,5.825096741318703e-05,4.252418875694275e-05,5.044369027018547e-05,4.33003855869174e-05,4.2372383177280426e-05,4.7150131649323246e-05,100,4.28312923759222e-05,0,4.0,12.0,814.0,
predict_proba,onxonnxruntime1,,1,20,True,,100,1,2.662278711795807e-05,4.264106974005699e-05,2.673594281077385e-05,2.9142946004867554e-05,2.729030326008797e-05,2.662278711795807e-05,3.0550265038988393e-05,100,2.7009518817067146e-05,0,4.0,12.0,814.0,
predict,py,,1,20,True,,100,1,1.0927673429250717e-05,2.561509609222412e-05,1.103430986404419e-05,1.2677162885665894e-05,1.1432245373725892e-05,1.0927673429250717e-05,1.4302839064044057e-05,100,1.1221971362829208e-05,0,,,,
predict_proba,py,,1,20,True,,100,1,3.688829019665718e-05,5.815597251057625e-05,3.7007033824920654e-05,4.161568358540535e-05,3.773115575313568e-05,3.688829019665718e-05,4.215543431033774e-05,100,3.733066841959953e-05,0,,,,
predict,skl,1.0,10,20,True,,100,1,5.169399082660675e-05,7.209694012999535e-05,5.190679803490639e-05,5.989987403154373e-05,5.277741700410843e-05,5.169399082660675e-05,5.764144672851409e-05,100,5.2270013839006424e-05,0,,,,
predict,onxpython_compiled,,10,20,True,,100,1,4.409905523061752e-05,6.562983617186546e-05,4.418566823005676e-05,5.0362665206193924e-05,4.5064380392432215e-05,4.409905523061752e-05,4.9725725069567784e-05,100,4.459358751773834e-05,0,4.0,12.0,814.0,
predict,onxonnxruntime1,,10,20,True,,100,1,2.9993243515491486e-05,4.891073331236839e-05,3.0030030757188797e-05,3.500422462821007e-05,3.0900780111551284e-05,2.9993243515491486e-05,3.4835914233515635e-05,100,3.0551571398973465e-05,0,4.0,12.0,814.0,
predict_proba,skl,1.0,10,20,True,,100,1,7.28340819478035e-05,9.135575965046883e-05,7.301196455955505e-05,8.07102769613266e-05,7.404637057334184e-05,7.28340819478035e-05,7.867178952795311e-05,100,7.348810322582722e-05,0,,,,
predict_proba,onxpython_compiled,,10,20,True,,100,1,4.375586286187172e-05,5.9297773987054825e-05,4.386482760310173e-05,5.009537562727928e-05,4.480255302041769e-05,4.375586286187172e-05,4.84327588800261e-05,100,4.4356100261211395e-05,0,4.0,12.0,814.0,
predict_proba,onxonnxruntime1,,10,20,True,,100,1,2.8899870812892914e-05,0.0007354971021413803,2.9105693101882935e-05,4.336191341280937e-05,3.7437505088746544e-05,2.8899870812892914e-05,0.00017502998323709994,100,3.0020950362086296e-05,0,4.0,12.0,814.0,
predict,py,,10,20,True,,100,1,1.0610092431306839e-05,1.9809231162071228e-05,1.0666903108358383e-05,1.1560041457414627e-05,1.1048284359276294e-05,1.0610092431306839e-05,1.2841563184714548e-05,100,1.0941410437226295e-05,0,,,,
predict_proba,py,,10,20,True,,100,1,3.565102815628052e-05,5.3680967539548874e-05,3.579631447792053e-05,3.967992961406708e-05,3.6446009762585166e-05,3.565102815628052e-05,4.065395780139329e-05,100,3.605545498430729e-05,0,,,,
predict,skl,1.0,100,20,True,,100,1,5.2995048463344574e-05,7.941294461488724e-05,5.3040217608213425e-05,6.0202088207006454e-05,5.406083073467016e-05,5.2995048463344574e-05,5.974741937090471e-05,100,5.3470488637685776e-05,0,,,,
predict,onxpython_compiled,,100,20,True,,100,1,5.344487726688385e-05,7.546180859208107e-05,5.350401625037193e-05,6.156880408525467e-05,5.457931663841009e-05,5.344487726688385e-05,5.964408225202552e-05,100,5.3928932175040245e-05,0,4.0,12.0,814.0,
predict,onxonnxruntime1,,100,20,True,,100,1,6.890902295708656e-05,9.854789823293686e-05,7.203221321105957e-05,9.168684482574463e-05,7.377909496426582e-05,6.890902295708656e-05,8.130542211316995e-05,100,7.297866977751255e-05,0,4.0,12.0,814.0,
predict_proba,skl,1.0,100,20,True,,100,1,7.532769814133644e-05,9.925989434123039e-05,7.547391578555107e-05,8.622882887721062e-05,7.68014881759882e-05,7.532769814133644e-05,8.375914824863098e-05,100,7.590209133923054e-05,0,,,,
predict_proba,onxpython_compiled,,100,20,True,,100,1,5.263136699795723e-05,6.906921043992043e-05,5.285162478685379e-05,6.004702299833298e-05,5.3717209957540036e-05,5.263136699795723e-05,5.766683371139556e-05,100,5.321996286511421e-05,0,4.0,12.0,814.0,
predict_proba,onxonnxruntime1,,100,20,True,,100,1,6.809411570429802e-05,0.00018111476674675941,6.988877430558205e-05,8.523184806108475e-05,7.398861926048994e-05,6.809411570429802e-05,9.715209693503561e-05,100,7.149996235966682e-05,0,4.0,12.0,814.0,
predict,py,,100,20,True,,100,1,1.1800788342952728e-05,2.202484756708145e-05,1.1910218745470047e-05,1.4020130038261414e-05,1.2337560765445232e-05,1.1800788342952728e-05,1.4358035199769195e-05,100,1.218239776790142e-05,0,,,,
predict_proba,py,,100,20,True,,100,1,3.951089456677437e-05,5.808798596262932e-05,3.955326974391937e-05,4.288787022233009e-05,4.016811493784189e-05,3.951089456677437e-05,4.396534462201729e-05,100,3.9854319766163826e-05,0,,,,
predict,skl,1.0,1000,20,True,,100,1,7.076608017086983e-05,0.00022213906049728394,7.11255706846714e-05,8.310610428452492e-05,7.614419795572758e-05,7.076608017086983e-05,0.00010550709974867123,100,7.388857193291187e-05,0,,,,
predict,onxpython_compiled,,1000,20,True,,100,1,0.0001485082320868969,0.00019979523494839668,0.0001488281413912773,0.00015754904597997665,0.00015110266860574484,0.0001485082320868969,0.0001612898543176358,100,0.00015011406503617764,0,4.0,12.0,814.0,
predict,onxonnxruntime1,,1000,20,True,,100,1,0.0004805629141628742,0.0007049399428069592,0.00048200925812125206,0.0005007809959352016,0.0004887593537569046,0.0004805629141628742,0.0005332261613210413,100,0.00048554991371929646,0,4.0,12.0,814.0,
predict_proba,skl,1.0,1000,20,True,,100,1,0.00010424107313156128,0.0001830640248954296,0.0001042787916958332,0.00012216996401548386,0.00010735426563769579,0.00010424107313156128,0.00012345781665360945,100,0.00010593514889478683,0,,,,
predict_proba,onxpython_compiled,,1000,20,True,,100,1,0.000147984828799963,0.00019474001601338387,0.00014816783368587494,0.00015561282634735107,0.00015015011187642812,0.000147984828799963,0.00015947310489977553,100,0.00014931452460587025,0,4.0,12.0,814.0,
predict_proba,onxonnxruntime1,,1000,20,True,,100,1,0.0004372866824269295,0.0006348309107124805,0.0004387097433209419,0.0005198991857469082,0.00045534941367805006,0.0004372866824269295,0.0005124876989100101,100,0.00044352863915264606,0,4.0,12.0,814.0,
predict,py,,1000,20,True,,100,1,2.4360138922929764e-05,5.1031820476055145e-05,2.493942156434059e-05,3.4617725759744644e-05,2.804793417453766e-05,2.4360138922929764e-05,3.426603431068703e-05,100,2.7428846806287766e-05,0,,,,
predict_proba,py,,1000,20,True,,100,1,7.644016295671463e-05,0.0001722811721265316,7.664598524570465e-05,8.38092528283596e-05,7.94095266610384e-05,7.644016295671463e-05,9.860456517102201e-05,100,7.813633419573307e-05,0,,,,
predict,skl,1.0,10000,20,True,,100,1,0.00017119012773036957,0.0003885990008711815,0.00017268583178520203,0.00022467132657766342,0.00018141874577850102,0.00017119012773036957,0.0002283665739681037,100,0.00017545418813824654,1,,,,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(28  'predict')'.
predict,onxpython_compiled,,10000,20,True,,100,1,0.0007940242066979408,0.0009791851043701172,0.0007976801134645939,0.0008406988345086575,0.0008069454878568649,0.0007940242066979408,0.0008452124016487355,100,0.0008029364980757236,1,4.0,12.0,814.0,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(28  'predict')'.
predict,onxonnxruntime1,,10000,20,True,,100,1,0.004036345984786749,0.004622898064553738,0.004058903083205223,0.004378882702440023,0.004163942476734519,0.004036345984786749,0.0043800592142642855,100,0.004116407595574856,1,4.0,12.0,814.0,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(28  'predict')'.
predict_proba,skl,1.0,10000,20,True,,100,1,0.000303816981613636,0.0004497673362493515,0.00030461419373750687,0.00037267711013555527,0.0003331461548805237,0.000303816981613636,0.00038293019195423535,100,0.00033158366568386555,1,,,,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(28  'predict')'.
predict_proba,onxpython_compiled,,10000,20,True,,100,1,0.000813653226941824,0.0011228048242628574,0.0008153910748660564,0.0008604680188000202,0.0008259664895012975,0.000813653226941824,0.0008864567915450151,100,0.0008209738880395889,1,4.0,12.0,814.0,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(28  'predict')'.
predict_proba,onxonnxruntime1,,10000,20,True,,100,1,0.003673240076750517,0.004412346985191107,0.003708335105329752,0.004376102704554796,0.004055648883804679,0.003673240076750517,0.004412346985191107,100,0.003941083559766412,1,4.0,12.0,814.0,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(28  'predict')'.
predict,py,,10000,20,True,,100,1,0.00010818429291248322,0.00024251127615571022,0.00010935589671134949,0.00014906609430909157,0.00012189393863081932,0.00010818429291248322,0.00015204396802611042,100,0.00012055225670337677,1,,,,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(28  'predict')'.
predict_proba,py,,10000,20,True,,100,1,0.0004254342056810856,0.0005229008384048939,0.0004276251420378685,0.0005164151079952717,0.0004358336003497243,0.0004254342056810856,0.00046693324762330207,100,0.0004315210971981287,1,,,,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(28  'predict')'.
predict,skl,1.0,1,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,5.2910298109054565e-05,0.0027959151193499565,5.323207005858421e-05,7.187994197010994e-05,8.27284948900342e-05,5.2910298109054565e-05,0.0006172290671860782,100,5.47533854842186e-05,0,,,,
predict,onxpython_compiled,,1,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.7068966776132584e-05,7.82310962677002e-05,3.714580088853836e-05,4.4300220906734467e-05,3.832651302218437e-05,3.7068966776132584e-05,4.6524119052476736e-05,100,3.761588595807552e-05,0,2.0,12.0,650.0,
predict,onxonnxruntime1,,1,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,2.4064909666776657e-05,8.763372898101807e-05,2.413196489214897e-05,3.056088462471962e-05,2.5211432948708534e-05,2.4064909666776657e-05,3.7647369340019174e-05,100,2.4379463866353035e-05,0,2.0,12.0,650.0,
predict_proba,skl,1.0,1,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,7.297703996300697e-05,0.0001057288609445095,7.298681885004044e-05,9.131385013461113e-05,7.566364016383886e-05,7.297703996300697e-05,8.469299805182849e-05,100,7.39081297069788e-05,0,,,,
predict_proba,onxpython_compiled,,1,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.552483394742012e-05,5.1063019782304764e-05,3.559095785021782e-05,4.5286957174539566e-05,3.6483355797827245e-05,3.552483394742012e-05,4.1035338062018716e-05,100,3.592437133193016e-05,0,2.0,12.0,650.0,
predict_proba,onxonnxruntime1,,1,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,2.2409018129110336e-05,3.685289993882179e-05,2.250727266073227e-05,2.4511944502592087e-05,2.299540676176548e-05,2.2409018129110336e-05,2.5909590059220227e-05,100,2.2763153538107872e-05,0,2.0,12.0,650.0,
predict,py,,1,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,1.025572419166565e-05,1.9602011889219284e-05,1.0346993803977966e-05,1.9171740859746933e-05,1.0940632782876492e-05,1.025572419166565e-05,1.4199069908260466e-05,100,1.0546064004302025e-05,0,,,,
predict_proba,py,,1,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.450596705079079e-05,5.7425349950790405e-05,3.472995012998581e-05,3.608129918575287e-05,3.5292762331664564e-05,3.450596705079079e-05,3.971633491577414e-05,100,3.498862497508526e-05,0,,,,
predict,skl,1.0,10,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,5.182391032576561e-05,7.12038017809391e-05,5.1895156502723694e-05,6.0700345784425735e-05,5.293466150760651e-05,5.182391032576561e-05,5.81422002476805e-05,100,5.236011929810047e-05,0,,,,
predict,onxpython_compiled,,10,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.983592614531517e-05,5.998276174068451e-05,3.9882026612758636e-05,4.8329122364521027e-05,4.0963958017528054e-05,3.983592614531517e-05,4.6468225077363665e-05,100,4.028552211821079e-05,0,2.0,12.0,650.0,
predict,onxonnxruntime1,,10,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,2.433592453598976e-05,4.8887915909290314e-05,2.4624168872833252e-05,3.0069146305322647e-05,2.555171027779579e-05,2.433592453598976e-05,3.1296858134516835e-05,100,2.5049317628145218e-05,0,2.0,12.0,650.0,
predict_proba,skl,1.0,10,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,7.316004484891891e-05,9.095994755625725e-05,7.327087223529816e-05,8.370215073227882e-05,7.43682449683547e-05,7.316004484891891e-05,7.92371372368657e-05,100,7.369066588580608e-05,0,,,,
predict_proba,onxpython_compiled,,10,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.9632897824048996e-05,6.362795829772949e-05,3.9767008274793625e-05,4.64562326669693e-05,4.0705990977585314e-05,3.9632897824048996e-05,4.6239395492793024e-05,100,4.011555574834347e-05,0,2.0,12.0,650.0,
predict_proba,onxonnxruntime1,,10,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,2.3729167878627777e-05,3.76356765627861e-05,2.3863278329372406e-05,2.6368070393800735e-05,2.438558265566826e-05,2.3729167878627777e-05,2.7255433645674954e-05,100,2.4118460714817047e-05,0,2.0,12.0,650.0,
predict,py,,10,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,1.0655727237462997e-05,2.080807462334633e-05,1.0792165994644165e-05,1.947488635778427e-05,1.1381460353732109e-05,1.0655727237462997e-05,1.4740652557406956e-05,100,1.1002179235219955e-05,0,,,,
predict_proba,py,,10,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.528036177158356e-05,6.018998101353645e-05,3.5427045077085495e-05,3.920821473002434e-05,3.616191446781158e-05,3.528036177158356e-05,4.1539994498306355e-05,100,3.5716453567147255e-05,0,,,,
predict,skl,1.0,100,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,5.291495472192764e-05,8.24308954179287e-05,5.317665636539459e-05,6.0025136917829514e-05,5.434002727270127e-05,5.291495472192764e-05,6.125642853557807e-05,100,5.3577590733766556e-05,0,,,,
predict,onxpython_compiled,,100,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,4.893587902188301e-05,7.452210411429405e-05,4.900386556982994e-05,5.647307261824608e-05,5.001144483685493e-05,4.893587902188301e-05,5.607004542238384e-05,100,4.9387337639927864e-05,0,2.0,12.0,650.0,
predict,onxonnxruntime1,,100,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.560958430171013e-05,5.314266309142113e-05,3.5806093364953995e-05,3.808876499533653e-05,3.675020765513182e-05,3.560958430171013e-05,4.022722300282361e-05,100,3.646570257842541e-05,0,2.0,12.0,650.0,
predict_proba,skl,1.0,100,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,7.55060464143753e-05,0.00010011531412601471,7.560895755887032e-05,9.29911620914936e-05,7.70353339612484e-05,7.55060464143753e-05,8.44368125542455e-05,100,7.603573612868786e-05,0,,,,
predict_proba,onxpython_compiled,,100,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,4.8283953219652176e-05,6.30510039627552e-05,4.8452988266944885e-05,5.884375423192978e-05,4.9293404445052146e-05,4.8283953219652176e-05,5.3886671100710165e-05,100,4.876428283751011e-05,0,2.0,12.0,650.0,
predict_proba,onxonnxruntime1,,100,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.455905243754387e-05,4.71179373562336e-05,3.472389653325081e-05,3.96152026951313e-05,3.545042127370834e-05,3.455905243754387e-05,3.8323294933132515e-05,100,3.516138531267643e-05,0,2.0,12.0,650.0,
predict,py,,100,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,1.1765863746404648e-05,1.967698335647583e-05,1.1898111552000046e-05,1.2877397239208221e-05,1.2352047488093376e-05,1.1765863746404648e-05,1.3852797763558632e-05,100,1.2287171557545662e-05,0,,,,
predict_proba,py,,100,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.9214733988046646e-05,5.0016678869724274e-05,3.9330217987298965e-05,4.284502938389778e-05,3.982087597250938e-05,3.9214733988046646e-05,4.231005927309495e-05,100,3.9590056985616684e-05,0,,,,
predict,skl,1.0,1000,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,7.080286741256714e-05,0.00021643983200192451,7.117632776498795e-05,8.560903370380402e-05,7.687120698392391e-05,7.080286741256714e-05,0.00010518551036655727,100,7.481174543499947e-05,0,,,,
predict,onxpython_compiled,,1000,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00014320388436317444,0.00018718838691711426,0.00014379573985934258,0.00015306705608963966,0.00014564916957169772,0.00014320388436317444,0.00015456409911810385,100,0.00014479504898190498,0,2.0,12.0,650.0,
predict,onxonnxruntime1,,1000,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00014308420941233635,0.000204453244805336,0.00014401832595467567,0.00015346799045801163,0.0001463380642235279,0.00014308420941233635,0.00015825199378806875,100,0.0001455242745578289,0,2.0,12.0,650.0,
predict_proba,skl,1.0,1000,20,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00010414188727736473,0.00019705621525645256,0.00010447297245264053,0.00011478783562779427,0.00010814969893544912,0.00010414188727736473,0.00013234954777966663,100,0.0001061740331351757,0,,,,
