method,lib,skl_nb_base_estimators,N,dim,fit_intercept,onnx_options,repeat,number,min,max,min3,max3,mean,lower,upper,count,median,error_c,onnx_nodes,onnx_opset,ort_size,error
predict,onxonnxruntime1,,1000,100,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0003416016697883606,0.0004070759750902653,0.0003420300781726837,0.000360892154276371,0.0003459344105795026,0.0003416016697883606,0.0003599843876347422,100,0.00034419307485222816,1,2.0,12.0,1450.0,ERROR: Dim (1000 )-(1000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(2  'predict')'.
predict_proba,skl,1.0,1000,100,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0001334836706519127,0.00022460101172327995,0.00013385480269789696,0.00015651388093829155,0.00013887262903153897,0.0001334836706519127,0.0001586617128226257,100,0.0001364655327051878,1,,,,ERROR: Dim (1000 )-(1000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(2  'predict')'.
predict_proba,onxpython_compiled,,1000,100,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00027846405282616615,0.0003430279903113842,0.00027926405891776085,0.0002908199094235897,0.0002828013990074396,0.00027846405282616615,0.00029637486906033256,100,0.00028123706579208374,1,2.0,12.0,1450.0,ERROR: Dim (1000 )-(1000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(2  'predict')'.
predict_proba,onxonnxruntime1,,1000,100,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0003393199294805527,0.0003995639272034168,0.00033984798938035965,0.0003539365716278553,0.00034346906933933495,0.0003393199294805527,0.00035623771343763083,100,0.0003418903797864914,1,2.0,12.0,1450.0,ERROR: Dim (1000 )-(1000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(2  'predict')'.
predict,py,,1000,100,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,5.405815318226814e-05,0.0001650433987379074,5.448516458272934e-05,7.145106792449951e-05,5.817067809402943e-05,5.405815318226814e-05,8.006860825426994e-05,100,5.646655336022377e-05,1,,,,ERROR: Dim (1000 )-(1000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(2  'predict')'.
predict_proba,py,,1000,100,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0001063179224729538,0.00013568392023444176,0.00010667508468031883,0.00011649588122963905,0.00010872052051126957,0.0001063179224729538,0.00011501414294175874,100,0.00010821525938808918,1,,,,ERROR: Dim (1000 )-(1000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(2  'predict')'.
predict,skl,1.0,10000,100,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00046748295426368713,0.0006674220785498619,0.0004709898494184017,0.0005562850274145603,0.00048561689909547566,0.00046748295426368713,0.0005322885317409396,100,0.000480900052934885,0,,,,
predict,onxpython_compiled,,10000,100,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0017818557098507881,0.003571322187781334,0.0017860690131783485,0.0019468171522021294,0.0018384725926443935,0.0017818557098507881,0.0021890479705000835,100,0.0018070663791149855,0,2.0,12.0,1450.0,
predict,onxonnxruntime1,,10000,100,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0030591259710490704,0.003636591136455536,0.0030671493150293827,0.0033089430071413517,0.0031464439071714877,0.0030591259710490704,0.003330143438232873,100,0.003097105771303177,0,2.0,12.0,1450.0,
predict_proba,skl,1.0,10000,100,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0005882540717720985,0.000725356861948967,0.0005947188474237919,0.0006634248420596123,0.0006143210688605904,0.0005882540717720985,0.0006494683094310577,100,0.0006114644929766655,0,,,,
predict_proba,onxpython_compiled,,10000,100,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.001791889313608408,0.0019502206705510616,0.001796260941773653,0.0019417041912674904,0.00182544550858438,0.001791889313608408,0.0018910890540507516,100,0.0018165020737797022,0,2.0,12.0,1450.0,
predict_proba,onxonnxruntime1,,10000,100,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00305379880592227,0.0033521270379424095,0.003064705990254879,0.003278580028563738,0.0031308351596817372,0.00305379880592227,0.0032858600600419578,100,0.003086392069235444,0,2.0,12.0,1450.0,
predict,py,,10000,100,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0003855600953102112,0.00047450512647628784,0.00038671307265758514,0.00044168997555971146,0.00040021862834692,0.0003855600953102112,0.0004278880772393996,100,0.000396594638004899,0,,,,
predict_proba,py,,10000,100,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0006759748794138432,0.001137471292167902,0.0006780489347875118,0.0007063169032335281,0.0006943585816770792,0.0006759748794138432,0.000783010107153233,100,0.0006888795178383589,0,,,,
predict,skl,1.0,1,150,True,,100,1,5.441904067993164e-05,0.00014878762885928154,5.450798198580742e-05,8.370401337742805e-05,5.76480058953166e-05,5.441904067993164e-05,8.289560896662687e-05,100,5.527772009372711e-05,0,,,,
predict,onxpython_compiled,,1,150,True,,100,1,4.310719668865204e-05,8.617807179689407e-05,4.321383312344551e-05,5.0277914851903915e-05,4.4437544420361516e-05,4.310719668865204e-05,5.2991491171901425e-05,100,4.374864511191845e-05,0,4.0,12.0,2115.0,
predict,onxonnxruntime1,,1,150,True,,100,1,2.8357375413179398e-05,9.347498416900635e-05,2.8521288186311722e-05,3.5595614463090897e-05,2.9591373167932033e-05,2.8357375413179398e-05,4.2329740177939035e-05,100,2.875947393476963e-05,0,4.0,12.0,2115.0,
predict_proba,skl,1.0,1,150,True,,100,1,7.734401151537895e-05,0.00010553281754255295,7.751584053039551e-05,8.82251188158989e-05,7.880453951656818e-05,7.734401151537895e-05,8.537234764724061e-05,100,7.80089758336544e-05,0,,,,
predict_proba,onxpython_compiled,,1,150,True,,100,1,4.2537227272987366e-05,5.8315228670835495e-05,4.2750034481287e-05,5.0461385399103165e-05,4.3683559633791445e-05,4.2537227272987366e-05,4.7476554210507724e-05,100,4.3204985558986664e-05,0,4.0,12.0,2115.0,
predict_proba,onxonnxruntime1,,1,150,True,,100,1,2.6795081794261932e-05,4.294281825423241e-05,2.688402310013771e-05,3.2405368983745575e-05,2.7513876557350158e-05,2.6795081794261932e-05,3.106497303084309e-05,100,2.7173897251486778e-05,0,4.0,12.0,2115.0,
predict,py,,1,150,True,,100,1,1.116609200835228e-05,2.0529143512248993e-05,1.1214055120944977e-05,1.198984682559967e-05,1.1557363905012608e-05,1.116609200835228e-05,1.3376088334578034e-05,100,1.1429423466324806e-05,0,,,,
predict_proba,py,,1,150,True,,100,1,3.695208579301834e-05,5.998881533741951e-05,3.698701038956642e-05,4.0605198591947556e-05,3.7716999650001526e-05,3.695208579301834e-05,4.2337676443929555e-05,100,3.736186772584915e-05,0,,,,
predict,skl,1.0,10,150,True,,100,1,5.2434857934713364e-05,7.283594459295273e-05,5.271332338452339e-05,5.664816126227379e-05,5.345993209630251e-05,5.2434857934713364e-05,5.765689297534957e-05,100,5.307979881763458e-05,0,,,,
predict,onxpython_compiled,,10,150,True,,100,1,4.77740541100502e-05,6.970344111323357e-05,4.7901179641485214e-05,5.6175049394369125e-05,4.87082963809371e-05,4.77740541100502e-05,5.350809744779202e-05,100,4.820851609110832e-05,0,4.0,12.0,2115.0,
predict,onxonnxruntime1,,10,150,True,,100,1,3.533298149704933e-05,5.6613702327013016e-05,3.561098128557205e-05,4.075001925230026e-05,3.6417716182768344e-05,3.533298149704933e-05,4.068773133674225e-05,100,3.6006560549139977e-05,0,4.0,12.0,2115.0,
predict_proba,skl,1.0,10,150,True,,100,1,7.34599307179451e-05,9.428616613149643e-05,7.361127063632011e-05,8.28159973025322e-05,7.482802029699088e-05,7.34599307179451e-05,8.00458795644865e-05,100,7.41251278668642e-05,0,,,,
predict_proba,onxpython_compiled,,10,150,True,,100,1,4.823924973607063e-05,6.361911073327065e-05,4.832260310649872e-05,5.5042095482349396e-05,4.9135154113173486e-05,4.823924973607063e-05,5.2934461240545356e-05,100,4.864088259637356e-05,0,4.0,12.0,2115.0,
predict_proba,onxonnxruntime1,,10,150,True,,100,1,3.380700945854187e-05,7.765321061015129e-05,3.399793058633804e-05,3.8898084312677383e-05,3.5109301097691056e-05,3.380700945854187e-05,4.391029711692563e-05,100,3.452016972005367e-05,0,4.0,12.0,2115.0,
predict,py,,10,150,True,,100,1,1.134118065237999e-05,1.9346363842487335e-05,1.13719142973423e-05,1.2141186743974686e-05,1.169946976006031e-05,1.134118065237999e-05,1.3264441552457709e-05,100,1.15945003926754e-05,0,,,,
predict_proba,py,,10,150,True,,100,1,3.6250799894332886e-05,4.8868823796510696e-05,3.629503771662712e-05,3.9705075323581696e-05,3.687158226966858e-05,3.6250799894332886e-05,3.975327961076176e-05,100,3.659958019852638e-05,0,,,,
predict,skl,1.0,100,150,True,,100,1,6.329873576760292e-05,0.00019888672977685928,6.355578079819679e-05,8.005835115909576e-05,6.907481234520674e-05,6.329873576760292e-05,9.557932094788628e-05,100,6.729247979819775e-05,0,,,,
predict,onxpython_compiled,,100,150,True,,100,1,8.375709876418114e-05,0.00013228319585323334,8.387584239244461e-05,9.173108264803886e-05,8.552317973226309e-05,8.375709876418114e-05,9.51079974267139e-05,100,8.470797911286354e-05,0,4.0,12.0,2115.0,
predict,onxonnxruntime1,,100,150,True,,100,1,0.00010780803859233856,0.00020685791969299316,0.00010954402387142181,0.00012122280895709991,0.0001140640489757061,0.00010780803859233856,0.0001332982056750345,100,0.00011276453733444214,0,4.0,12.0,2115.0,
predict_proba,skl,1.0,100,150,True,,100,1,8.426234126091003e-05,0.0001623951829969883,8.537108078598976e-05,0.00010140938684344292,8.894825354218484e-05,8.426234126091003e-05,0.00010521019047256374,100,8.753943257033825e-05,0,,,,
predict_proba,onxpython_compiled,,100,150,True,,100,1,8.190283551812172e-05,0.00011498620733618736,8.219201117753983e-05,9.03736799955368e-05,8.402742445468902e-05,8.190283551812172e-05,9.107502927721432e-05,100,8.337409235537052e-05,0,4.0,12.0,2115.0,
predict_proba,onxonnxruntime1,,100,150,True,,100,1,0.0001066853292286396,0.00028959615156054497,0.00011017406359314919,0.00016911886632442474,0.00011675512418150902,0.0001066853292286396,0.00015510057763543512,100,0.00011226744391024113,0,4.0,12.0,2115.0,
predict,py,,100,150,True,,100,1,1.720292493700981e-05,3.632623702287674e-05,1.798383891582489e-05,2.227211371064186e-05,1.9926540553569793e-05,1.720292493700981e-05,2.3777146394534126e-05,100,1.977803185582161e-05,0,,,,
predict_proba,py,,100,150,True,,100,1,4.652002826333046e-05,7.538171485066414e-05,4.7147274017333984e-05,5.410797894001007e-05,4.936482757329941e-05,4.652002826333046e-05,5.508999196369445e-05,100,4.909047856926918e-05,0,,,,
predict,skl,1.0,1000,150,True,,100,1,0.00011772476136684418,0.00030302582308650017,0.00011796830222010612,0.00017591426149010658,0.00012480854988098145,0.00011772476136684418,0.0001654281202822474,100,0.00012003653682768345,0,,,,
predict,onxpython_compiled,,1000,150,True,,100,1,0.0002583661116659641,0.000342570710927248,0.00025962991639971733,0.00030227797105908394,0.0002660076040774584,0.0002583661116659641,0.0002883901325802298,100,0.0002628995571285486,0,4.0,12.0,2115.0,
predict,onxonnxruntime1,,1000,150,True,,100,1,0.0007996922358870506,0.0010506710968911648,0.0008015288040041924,0.0008260291069746017,0.0008089394913986326,0.0007996922358870506,0.0008575592470530226,100,0.0008046338334679604,0,4.0,12.0,2115.0,
predict_proba,skl,1.0,1000,150,True,,100,1,0.00015190104022622108,0.00024059321731328964,0.0001520519144833088,0.00019392604008316994,0.00015681339893490077,0.00015190104022622108,0.00017846988614627333,100,0.00015385868027806282,0,,,,
predict_proba,onxpython_compiled,,1000,150,True,,100,1,0.0002585090696811676,0.0005281479097902775,0.0002595377154648304,0.00029210979118943214,0.00026648194063454866,0.0002585090696811676,0.0003199590146592012,100,0.00026200548745691776,0,4.0,12.0,2115.0,
predict_proba,onxonnxruntime1,,1000,150,True,,100,1,0.0007579210214316845,0.0009450227953493595,0.0007588369771838188,0.0008592568337917328,0.0007781838672235608,0.0007579210214316845,0.0008373960220237034,100,0.0007661820854991674,0,4.0,12.0,2115.0,
predict,py,,1000,150,True,,100,1,7.131462916731834e-05,0.00010216096416115761,7.20457173883915e-05,9.042909368872643e-05,7.534101605415345e-05,7.131462916731834e-05,8.526947449460596e-05,100,7.374491542577744e-05,0,,,,
predict_proba,py,,1000,150,True,,100,1,0.000122149009257555,0.00023863185197114944,0.00012382864952087402,0.00015341909602284431,0.0001287129195407033,0.000122149009257555,0.0001566897913326242,100,0.00012633483856916428,0,,,,
predict,skl,1.0,10000,150,True,,100,1,0.0007045031525194645,0.0010962379164993763,0.0007070829160511494,0.0007614097557961941,0.0007248623808845878,0.0007045031525194645,0.0008013773190995432,100,0.0007177044171839952,0,,,,
predict,onxpython_compiled,,10000,150,True,,100,1,0.0026419060304760933,0.0028725177980959415,0.0026462958194315434,0.0028159068897366524,0.002683294964954257,0.0026419060304760933,0.002762931262356644,100,0.0026735677383840084,0,4.0,12.0,2115.0,
predict,onxonnxruntime1,,10000,150,True,,100,1,0.008099536877125502,0.008649710100144148,0.00810740701854229,0.008601696230471134,0.008203651253134013,0.008099536877125502,0.008458627738550955,100,0.00816119252704084,0,4.0,12.0,2115.0,
predict_proba,skl,1.0,10000,150,True,,100,1,0.0007652039639651775,0.0009692329913377762,0.0007665450684726238,0.0009078281000256538,0.0008158401492983102,0.0007652039639651775,0.000895893995780294,100,0.0008012391626834869,0,,,,
predict_proba,onxpython_compiled,,10000,150,True,,100,1,0.0026272176764905453,0.0027817408554255962,0.002631146926432848,0.0027698450721800327,0.0026575859962031244,0.0026272176764905453,0.0027082172840767467,100,0.0026529256720095873,0,4.0,12.0,2115.0,
predict_proba,onxonnxruntime1,,10000,150,True,,100,1,0.007169997785240412,0.00793377822265029,0.007181703113019466,0.00791595596820116,0.007623827699571848,0.007169997785240412,0.00793377822265029,100,0.007829535519704223,0,4.0,12.0,2115.0,
predict,py,,10000,150,True,,100,1,0.0005629509687423706,0.0007111439481377602,0.00056509580463171,0.0006507649086415768,0.0005880367709323764,0.0005629509687423706,0.0006299988451881984,100,0.0005846968851983547,0,,,,
predict_proba,py,,10000,150,True,,100,1,0.0008804048411548138,0.0009604319930076599,0.0008873008191585541,0.0009121871553361416,0.0008985521923750638,0.0008804048411548138,0.0009174852023154382,100,0.0008962564170360565,0,,,,
predict,skl,1.0,1,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,5.289306864142418e-05,0.00019215606153011322,5.3454190492630005e-05,6.637396290898323e-05,5.7030175812542436e-05,5.289306864142418e-05,8.497103275035097e-05,100,5.491008050739765e-05,0,,,,
predict,onxpython_compiled,,1,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.752484917640686e-05,7.963506504893303e-05,3.765476867556572e-05,4.477705806493759e-05,3.872219007462263e-05,3.752484917640686e-05,4.711895307090436e-05,100,3.803498111665249e-05,0,2.0,12.0,1951.0,
predict,onxonnxruntime1,,1,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,2.466375008225441e-05,8.977111428976059e-05,2.4738721549510956e-05,3.085192292928696e-05,2.5823540054261683e-05,2.466375008225441e-05,3.853797841934837e-05,100,2.4994369596242905e-05,0,2.0,12.0,1951.0,
predict_proba,skl,1.0,1,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,7.5535848736763e-05,0.00010424898937344551,7.561780512332916e-05,8.241785690188408e-05,7.670322898775339e-05,7.5535848736763e-05,8.291371867603364e-05,100,7.594982162117958e-05,0,,,,
predict_proba,onxpython_compiled,,1,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.624381497502327e-05,5.3958967328071594e-05,3.633275628089905e-05,4.288787022233009e-05,3.761481959372759e-05,3.624381497502327e-05,4.2180696933857256e-05,100,3.735139034688473e-05,0,2.0,12.0,1951.0,
predict_proba,onxonnxruntime1,,1,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,2.2829044610261917e-05,3.861496224999428e-05,2.2917985916137695e-05,3.279512748122215e-05,2.364850603044033e-05,2.2829044610261917e-05,2.8185510318536142e-05,100,2.316618338227272e-05,0,2.0,12.0,1951.0,
predict,py,,1,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,1.0549090802669525e-05,2.1144747734069824e-05,1.0672956705093384e-05,1.1356081813573837e-05,1.1048149317502976e-05,1.0549090802669525e-05,1.3073170228525386e-05,100,1.091882586479187e-05,0,,,,
predict_proba,py,,1,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.5120174288749695e-05,5.8312900364398956e-05,3.5177916288375854e-05,3.893394023180008e-05,3.582574892789126e-05,3.5120174288749695e-05,4.0517951122366825e-05,100,3.548339009284973e-05,0,,,,
predict,skl,1.0,10,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,5.249772220849991e-05,7.034279406070709e-05,5.256989970803261e-05,5.8779027312994e-05,5.341368727385998e-05,5.249772220849991e-05,5.749988219314553e-05,100,5.293404683470726e-05,0,,,,
predict,onxpython_compiled,,10,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,4.3282750993967056e-05,6.401678547263145e-05,4.3437816202640533e-05,4.976009950041771e-05,4.4356812722980976e-05,4.3282750993967056e-05,4.8922501641087193e-05,100,4.3831998482346535e-05,0,2.0,12.0,1951.0,
predict,onxonnxruntime1,,10,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,2.9356684535741806e-05,4.4747721403837204e-05,2.9525253921747208e-05,3.525335341691971e-05,3.025915939360857e-05,2.9356684535741806e-05,3.354072088716084e-05,100,2.9987888410687447e-05,0,2.0,12.0,1951.0,
predict_proba,skl,1.0,10,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,7.401593029499054e-05,9.257625788450241e-05,7.405178621411324e-05,8.123787119984627e-05,7.508330978453159e-05,7.401593029499054e-05,7.969664406378904e-05,100,7.444084621965885e-05,0,,,,
predict_proba,onxpython_compiled,,10,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,4.3454114347696304e-05,5.795573815703392e-05,4.350394010543823e-05,5.0255097448825836e-05,4.419921431690454e-05,4.3454114347696304e-05,4.765043846093795e-05,100,4.376866854727268e-05,0,2.0,12.0,1951.0,
predict_proba,onxonnxruntime1,,10,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,2.8381124138832092e-05,4.17870469391346e-05,2.8416048735380173e-05,3.068894147872925e-05,2.896975725889206e-05,2.8381124138832092e-05,3.1725108464649004e-05,100,2.8740614652633667e-05,0,2.0,12.0,1951.0,
predict,py,,10,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,1.1366326361894608e-05,1.9420869648456573e-05,1.1385418474674225e-05,1.3482756912708282e-05,1.1828066781163216e-05,1.1366326361894608e-05,1.381830598620866e-05,100,1.1630356311798096e-05,0,,,,
predict_proba,py,,10,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,3.630993887782097e-05,4.704715684056282e-05,3.63900326192379e-05,3.974372521042824e-05,3.6956868134438993e-05,3.630993887782097e-05,3.9374468265740995e-05,100,3.674137406051159e-05,0,,,,
predict,skl,1.0,100,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,6.311899051070213e-05,0.00019288761541247368,6.335694342851639e-05,8.766120299696922e-05,6.932422053068876e-05,6.311899051070213e-05,9.843270085625503e-05,100,6.681610830128193e-05,0,,,,
predict,onxpython_compiled,,100,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,7.79726542532444e-05,0.00012228824198246002,7.80569389462471e-05,9.226100519299507e-05,8.021712303161621e-05,7.79726542532444e-05,8.975855647846712e-05,100,7.930118590593338e-05,0,2.0,12.0,1951.0,
predict,onxonnxruntime1,,100,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,7.322337478399277e-05,0.00013119913637638092,7.383432239294052e-05,8.066417649388313e-05,7.576925214380026e-05,7.322337478399277e-05,8.708918955465659e-05,100,7.490650750696659e-05,0,2.0,12.0,1951.0,
predict_proba,skl,1.0,100,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,8.462928235530853e-05,0.00015272712334990501,8.565979078412056e-05,0.00010190345346927643,8.894382044672966e-05,8.462928235530853e-05,0.00010309003634419091,100,8.74553807079792e-05,0,,,,
predict_proba,onxpython_compiled,,100,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,7.746415212750435e-05,0.00010938011109828949,7.789907976984978e-05,8.844910189509392e-05,7.951862178742886e-05,7.746415212750435e-05,8.631713912559948e-05,100,7.882737554609776e-05,0,2.0,12.0,1951.0,
predict_proba,onxonnxruntime1,,100,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,7.199728861451149e-05,0.00011658621951937675,7.260683923959732e-05,7.945531979203224e-05,7.421502377837896e-05,7.199728861451149e-05,8.296335422674932e-05,100,7.35861249268055e-05,0,2.0,12.0,1951.0,
predict,py,,100,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,1.682620495557785e-05,3.4176744520664215e-05,1.7717014998197556e-05,2.1636951714754105e-05,1.9444269128143787e-05,1.682620495557785e-05,2.2905647301297075e-05,100,1.9282568246126175e-05,0,,,,
predict_proba,py,,100,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,4.658615216612816e-05,7.381709292531013e-05,4.730094224214554e-05,5.510542541742325e-05,4.920245613902807e-05,4.658615216612816e-05,5.479275567140902e-05,100,4.8734014853835106e-05,0,,,,
predict,skl,1.0,1000,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00011784303933382034,0.0002981787547469139,0.00011854106560349464,0.00017960602417588234,0.00012658069375902413,0.00011784303933382034,0.00017104804807063792,100,0.00012047449126839638,0,,,,
predict,onxpython_compiled,,1000,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00025446806102991104,0.00031477585434913635,0.0002548191696405411,0.0002708327956497669,0.00025918045546859505,0.00025446806102991104,0.0002718585706586756,100,0.0002579856663942337,0,2.0,12.0,1951.0,
predict,onxonnxruntime1,,1000,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0004641581326723099,0.0005278480239212513,0.000464610755443573,0.0004790821112692356,0.0004689548769965768,0.0004641581326723099,0.00048216808945491325,100,0.0004676026292145252,0,2.0,12.0,1951.0,
predict_proba,skl,1.0,1000,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00015076296404004097,0.0002607363276183605,0.00015178322792053223,0.00016954774037003517,0.0001567081082612276,0.00015076296404004097,0.00018342755744868905,100,0.0001537487842142582,0,,,,
predict_proba,onxpython_compiled,,1000,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0002530030906200409,0.0003104717470705509,0.00025413697585463524,0.0002693501301109791,0.0002580113802105188,0.0002530030906200409,0.00027016835665791885,100,0.00025671161711215973,0,2.0,12.0,1951.0,
predict_proba,onxonnxruntime1,,1000,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00046165706589818,0.0005183331668376923,0.00046205706894397736,0.0004760120064020157,0.0004660647315904498,0.00046165706589818,0.00047792790576324496,100,0.00046471739187836647,0,2.0,12.0,1951.0,
predict,py,,1000,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,7.109204307198524e-05,0.00014872290194034576,7.222732529044151e-05,8.433498442173004e-05,7.51803582534194e-05,7.109204307198524e-05,9.059417031818853e-05,100,7.383991032838821e-05,0,,,,
predict_proba,py,,1000,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0001225578598678112,0.00015511596575379372,0.0001234780065715313,0.00014531100168824196,0.0001267244666814804,0.0001225578598678112,0.000135840565743802,100,0.0001257946714758873,0,,,,
predict,skl,1.0,10000,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0006932984106242657,0.0008622980676591396,0.0006997878663241863,0.0007587652653455734,0.0007133813109248876,0.0006932984106242657,0.0007503561888815686,100,0.0007093034218996763,1,,,,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(2  'predict')'.
predict,onxpython_compiled,,10000,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0026089628227055073,0.0027837269008159637,0.0026195249520242214,0.002771786879748106,0.0026476005697622894,0.0026089628227055073,0.002711296167625956,100,0.0026382619980722666,1,2.0,12.0,1951.0,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(2  'predict')'.
predict,onxonnxruntime1,,10000,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0043813129886984825,0.004792474210262299,0.0043881540186703205,0.004700962919741869,0.0044586919620633126,0.0043813129886984825,0.004658161580043598,100,0.004408710403367877,1,2.0,12.0,1951.0,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(2  'predict')'.
predict_proba,skl,1.0,10000,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0007672109641134739,0.000981910154223442,0.0007700519636273384,0.0008716844022274017,0.0008165754796937108,0.0007672109641134739,0.0008800923324535557,100,0.0008207205682992935,1,,,,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(2  'predict')'.
predict_proba,onxpython_compiled,,10000,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.0026774811558425426,0.002868137788027525,0.002748587168753147,0.0028121573850512505,0.002773367911577225,0.002732355045871611,0.002814380777282839,100,0.0027715512551367283,1,2.0,12.0,1951.0,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(2  'predict')'.
predict_proba,onxonnxruntime1,,10000,150,True,{<class 'sklearn.linear_model._logistic.LogisticRegression'>: {'zipmap': False}},100,1,0.00445667514577508,0.0048122587613761425,0.004460828844457865,0.004727644845843315,0.0045348167093470695,0.00445667514577508,0.004712441656519144,100,0.00448908400721848,1,2.0,12.0,1951.0,ERROR: Dim (10000 )-(10000 ) - discrepencies between 'skl' and 'onxpython_compiled' for '(2  'predict')'.
