method,lib,skl_nb_base_estimators,N,dim,max_depth,n_estimators,onnx_options,repeat,number,min,max,min3,max3,mean,lower,upper,count,median,error_c,onnx_nodes,onnx_opset,ort_size
predict,onxpython_compiled,,1,5,10,10,,10,1,2.316385507583618e-05,0.0006276173517107964,2.695433795452118e-05,0.0001139594241976738,0.00011976584792137147,2.316385507583618e-05,0.0004676301390373407,10,3.147777169942856e-05,0,1.0,12.0,3831246.0
predict,onxonnxruntime1,,1,5,10,10,,10,1,5.273427814245224e-05,0.00015457533299922943,5.7892873883247375e-05,6.403308361768723e-05,7.061762735247613e-05,5.273427814245224e-05,0.00012693719703521563,10,6.232038140296936e-05,0,1.0,12.0,3831246.0
predict,skl,2.0,10,5,10,10,,10,1,0.00020049698650836945,0.0003387304022908211,0.000209772028028965,0.0002408074215054512,0.00023139100521802903,0.00020049698650836945,0.0003077952655803615,10,0.00021434947848320007,0,,,
predict,onxpython_compiled,,10,5,10,10,,10,1,0.00013518240302801132,0.00025102216750383377,0.00014715921133756638,0.00018875766545534134,0.0001688729040324688,0.00013518240302801132,0.00023347931753661585,10,0.00015422282740473747,0,1.0,12.0,3831246.0
predict,onxonnxruntime1,,10,5,10,10,,10,1,0.00017633382230997086,0.00030540674924850464,0.00019606668502092361,0.00023242738097906113,0.00021384134888648986,0.00017633382230997086,0.00028443358282108225,10,0.0001976415514945984,0,1.0,12.0,3831246.0
predict,skl,2.0,100,5,10,10,,10,1,0.0006987312808632851,0.0009713675826787949,0.0007089953869581223,0.0007400680333375931,0.0007467091083526612,0.0006987312808632851,0.0008990462205416667,10,0.0007184627465903759,0,,,
predict,onxpython_compiled,,100,5,10,10,,10,1,0.0002961819991469383,0.0004930980503559113,0.00030504073947668076,0.0003371192142367363,0.00033429060131311416,0.0002961819991469383,0.0004436515692301899,10,0.0003144610673189163,0,1.0,12.0,3831246.0
predict,onxonnxruntime1,,100,5,10,10,,10,1,0.0012316461652517319,0.0020186780020594597,0.0012845182791352272,0.0013855863362550735,0.0013818767853081225,0.0012316461652517319,0.001817288505690312,10,0.0012921877205371857,0,1.0,12.0,3831246.0
predict,skl,2.0,1000,5,10,10,,10,1,0.005093573592603207,0.0055651189759373665,0.005114826373755932,0.0051370952278375626,0.005172109510749578,0.005093573592603207,0.005437246926454444,10,0.005123952403664589,0,,,
predict,onxpython_compiled,,1000,5,10,10,,10,1,0.0027198689058423042,0.003110574558377266,0.002721281722187996,0.0027391724288463593,0.0027648900635540486,0.0027198689058423042,0.0029911698065811397,10,0.002724149264395237,0,1.0,12.0,3831246.0
predict,onxonnxruntime1,,1000,5,10,10,,10,1,0.011868174187839031,0.013808107003569603,0.011908498592674732,0.011914682574570179,0.012106207571923733,0.011868174187839031,0.013223255315454692,10,0.011910464614629745,0,1.0,12.0,3831246.0
predict,skl,2.0,10000,5,10,10,,10,1,0.046623772010207176,0.04728464502841234,0.04677693918347359,0.04691985622048378,0.04686380261555314,0.046623772010207176,0.04723430869213436,10,0.046800089068710804,0,,,
predict,onxpython_compiled,,10000,5,10,10,,10,1,0.026790613308548927,0.027330596931278706,0.026907957158982754,0.0269538015127182,0.026951899472624063,0.026790613308548927,0.02722223461519346,10,0.02692901436239481,0,1.0,12.0,3831246.0
predict,onxonnxruntime1,,10000,5,10,10,,10,1,0.11779381241649389,0.12114852853119373,0.11801817361265421,0.11813919525593519,0.11835653129965067,0.11779381241649389,0.12019514209826396,10,0.11805598484352231,0,1.0,12.0,3831246.0
predict,skl,2.0,1,5,10,100,,10,1,0.0001242728903889656,0.00030862074345350266,0.00012760236859321594,0.00014422275125980377,0.0001576683484017849,0.0001242728903889656,0.0002657052940806605,10,0.00013624131679534912,0,,,
predict,onxpython_compiled,,1,5,10,100,,10,1,2.275407314300537e-05,0.000616658478975296,2.498086541891098e-05,2.8984621167182922e-05,0.00014202184975147246,2.275407314300537e-05,0.0005971599552482198,10,2.698320895433426e-05,0,1.0,12.0,3899484.0
predict,onxonnxruntime1,,1,5,10,100,,10,1,5.463603883981705e-05,0.00015344377607107162,5.9038400650024414e-05,7.081776857376099e-05,7.250234484672547e-05,5.463603883981705e-05,0.0001270500729593911,10,6.299139931797981e-05,0,1.0,12.0,3899484.0
predict,skl,2.0,10,5,10,100,,10,1,0.0002026306465268135,0.0003604218363761902,0.00021316111087799072,0.00022244080901145935,0.00023280465975403786,0.0002026306465268135,0.00032121533426641177,10,0.00021592527627944946,0,,,
predict,onxpython_compiled,,10,5,10,100,,10,1,0.00013498123735189438,0.000234224833548069,0.00014429353177547455,0.0001611141487956047,0.0001608896069228649,0.00013498123735189438,0.00021602434156119108,10,0.0001517999917268753,0,1.0,12.0,3899484.0
predict,onxonnxruntime1,,10,5,10,100,,10,1,0.00017801672220230103,0.00032155681401491165,0.00019927974790334702,0.00020607654005289078,0.0002149948850274086,0.00017801672220230103,0.0002925766524113388,10,0.00020280806347727776,0,1.0,12.0,3899484.0
predict,skl,2.0,100,5,10,100,,10,1,0.0006970614194869995,0.0009782947599887848,0.0006987424567341805,0.0007269009947776794,0.0007401393726468086,0.0006970614194869995,0.0009025363603385252,10,0.0007071495056152344,0,,,
predict,onxpython_compiled,,100,5,10,100,,10,1,0.00029180198907852173,0.0005014659836888313,0.0002947309985756874,0.00031789205968379974,0.00032491292804479597,0.00029180198907852173,0.00044685102653122845,10,0.00029564835131168365,0,1.0,12.0,3899484.0
predict,onxonnxruntime1,,100,5,10,100,,10,1,0.0012161582708358765,0.0020163627341389656,0.0012350035831332207,0.0013673119246959686,0.0013555187731981277,0.0012161582708358765,0.0018117346105154452,10,0.0012535490095615387,0,1.0,12.0,3899484.0
predict,skl,2.0,1000,5,10,100,,10,1,0.0050768740475177765,0.005610092543065548,0.005093976855278015,0.005126878619194031,0.005167028959840536,0.0050768740475177765,0.005469483094536776,10,0.005113022867590189,0,,,
predict,onxpython_compiled,,1000,5,10,100,,10,1,0.0026500504463911057,0.0030168164521455765,0.0026596710085868835,0.002734655514359474,0.002712500188499689,0.0026500504463911057,0.0029201835570951953,10,0.002664908766746521,0,1.0,12.0,3899484.0
predict,onxonnxruntime1,,1000,5,10,100,,10,1,0.011442826129496098,0.013459672220051289,0.011492002755403519,0.011563362553715706,0.011733559798449278,0.011442826129496098,0.012887921949778865,10,0.011507799383252859,0,1.0,12.0,3899484.0
predict,skl,2.0,10000,5,10,100,,10,1,0.0467450562864542,0.047214388847351074,0.04676494561135769,0.046969182789325714,0.04688850175589323,0.0467450562864542,0.0471710041376154,10,0.046850258484482765,0,,,
predict,onxpython_compiled,,10000,5,10,100,,10,1,0.02621179260313511,0.02674970217049122,0.0263091828674078,0.02637302689254284,0.02637820364907384,0.02621179260313511,0.026673297673448546,10,0.026318800169974566,0,1.0,12.0,3899484.0
predict,onxonnxruntime1,,10000,5,10,100,,10,1,0.11398469656705856,0.11865761689841747,0.11437695845961571,0.11455187574028969,0.11479923045262694,0.11398469656705856,0.11734277698043334,10,0.11444794572889805,0,1.0,12.0,3899484.0
predict,skl,2.0,1,10,2,1,,10,1,0.00010356958955526352,0.00025782082229852676,0.00010770093649625778,0.00011654570698738098,0.00012582922354340554,0.00010356958955526352,0.00021326712354668653,10,0.00010906998068094254,0,,,
predict,onxpython_compiled,,1,10,2,1,,10,1,1.3948418200016022e-05,0.0010259663686156273,1.4233402907848358e-05,2.0689330995082855e-05,0.00016495976597070695,1.3948418200016022e-05,0.000795704434194222,10,1.431955024600029e-05,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,1,10,2,1,,10,1,2.9008835554122925e-05,9.541492909193039e-05,3.0372291803359985e-05,3.3235177397727966e-05,3.818776458501816e-05,2.9008835554122925e-05,7.603938288090593e-05,10,3.1307805329561234e-05,0,1.0,12.0,26377.0
predict,skl,2.0,10,10,2,1,,10,1,0.00011308398097753525,0.00014579575508832932,0.00011628121137619019,0.00012199394404888153,0.00012050671502947808,0.00011308398097753525,0.00013878158213714254,10,0.00011666305363178253,0,,,
predict,onxpython_compiled,,10,10,2,1,,10,1,2.8450973331928253e-05,3.9233826100826263e-05,2.9383227229118347e-05,2.986658364534378e-05,3.0437204986810685e-05,2.8450973331928253e-05,3.628568939137377e-05,10,2.9579736292362213e-05,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,10,10,2,1,,10,1,4.680454730987549e-05,6.19199126958847e-05,4.72264364361763e-05,5.0380825996398926e-05,4.979260265827179e-05,4.680454730987549e-05,5.8660523826990814e-05,10,4.794355481863022e-05,0,1.0,12.0,26377.0
predict,skl,2.0,100,10,2,1,,10,1,0.00022656749933958054,0.00026043597608804703,0.00022826902568340302,0.00022947508841753006,0.0002321387641131878,0.00022656749933958054,0.00025093416185485555,10,0.00022901874035596848,0,,,
predict,onxpython_compiled,,100,10,2,1,,10,1,6.280001252889633e-05,0.00012010708451271057,6.348080933094025e-05,6.532110273838043e-05,7.120855152606965e-05,6.280001252889633e-05,0.00010494751310424956,10,6.399257108569145e-05,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,100,10,2,1,,10,1,0.00023747514933347702,0.00026949774473905563,0.00023894943296909332,0.0002577323466539383,0.0002492857165634632,0.00023747514933347702,0.00026949774473905563,10,0.0002498864196240902,0,1.0,12.0,26377.0
predict,skl,2.0,1000,10,2,1,,10,1,0.0012966832146048546,0.0013248277828097343,0.0013041170313954353,0.001310352236032486,0.0013068521395325661,0.0012966832146048546,0.0013213255887311317,10,0.001306265126913786,0,,,
predict,onxpython_compiled,,1000,10,2,1,,10,1,0.0004922300577163696,0.0005507944151759148,0.0004946300759911537,0.0004990054294466972,0.0005012606270611286,0.0004922300577163696,0.000534032680282405,10,0.0004951311275362968,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,1000,10,2,1,,10,1,0.002129984088242054,0.0022325878962874413,0.0021321531385183334,0.0021383995190262794,0.002143999096006155,0.002129984088242054,0.002202148058979096,10,0.0021346919238567352,0,1.0,12.0,26377.0
predict,skl,2.0,10000,10,2,1,,10,1,0.011479747481644154,0.011713631451129913,0.011503273621201515,0.011526723392307758,0.011527544260025025,0.011479747481644154,0.01165263338043811,10,0.01150959962978959,0,,,
predict,onxpython_compiled,,10000,10,2,1,,10,1,0.0047984253615140915,0.004896375350654125,0.004813969135284424,0.004831605590879917,0.004831352643668652,0.0047984253615140915,0.004894154306254643,10,0.004822258837521076,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,10000,10,2,1,,10,1,0.0210102666169405,0.021729502826929092,0.021025508642196655,0.021107953041791916,0.02112883934751153,0.0210102666169405,0.02153251075984556,10,0.021053580101579428,0,1.0,12.0,26377.0
predict,skl,2.0,1,10,2,10,,10,1,0.0001019556075334549,0.0001893332228064537,0.00010344851762056351,0.00011009164154529572,0.00011418620124459267,0.0001019556075334549,0.00016390763786923917,10,0.0001045488752424717,0,,,
predict,onxpython_compiled,,1,10,2,10,,10,1,1.306086778640747e-05,6.861612200737e-05,1.3287179172039032e-05,1.3785436749458313e-05,1.917984336614609e-05,1.306086778640747e-05,5.1517962313356444e-05,10,1.341942697763443e-05,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,1,10,2,10,,10,1,2.8316862881183624e-05,6.796326488256454e-05,2.8820708394050598e-05,2.9709190130233765e-05,3.334777429699898e-05,2.8316862881183624e-05,5.615774853444162e-05,10,2.899719402194023e-05,0,1.0,12.0,26377.0
predict,skl,2.0,10,10,2,10,,10,1,0.000115199014544487,0.00013885926455259323,0.00011582951992750168,0.00012125726789236069,0.00012060794979333878,0.000115199014544487,0.00013425080963770512,10,0.00011879252269864082,0,,,
predict,onxpython_compiled,,10,10,2,10,,10,1,2.8896145522594452e-05,3.679562360048294e-05,2.9432587325572968e-05,2.96030193567276e-05,3.0280742794275284e-05,2.8896145522594452e-05,3.4652095100992124e-05,10,2.9466580599546432e-05,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,10,10,2,10,,10,1,4.667788743972778e-05,5.949195474386215e-05,4.7033652663230896e-05,4.835519939661026e-05,4.878789186477661e-05,4.667788743972778e-05,5.609462607847441e-05,10,4.7330278903245926e-05,0,1.0,12.0,26377.0
predict,skl,2.0,100,10,2,10,,10,1,0.00022424478083848953,0.0002566305920481682,0.0002276236191391945,0.00022977124899625778,0.0002312600612640381,0.00022424478083848953,0.0002486556245107996,10,0.00022836029529571533,0,,,
predict,onxpython_compiled,,100,10,2,10,,10,1,6.284844130277634e-05,0.00011869613081216812,6.367824971675873e-05,6.516184657812119e-05,6.992556154727936e-05,6.284844130277634e-05,0.00010202666750069721,10,6.393995136022568e-05,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,100,10,2,10,,10,1,0.00024121254682540894,0.00026793498545885086,0.0002430276945233345,0.00025858357548713684,0.00025223996490240095,0.00024121254682540894,0.00026793498545885086,10,0.00025285501033067703,0,1.0,12.0,26377.0
predict,skl,2.0,1000,10,2,10,,10,1,0.0012926161289215088,0.0013268077746033669,0.001301444135606289,0.0013073282316327095,0.0013049488887190818,0.0012926161289215088,0.0013223481865772683,10,0.0013018804602324963,0,,,
predict,onxpython_compiled,,1000,10,2,10,,10,1,0.0004943804815411568,0.000550469383597374,0.0004961229860782623,0.0004989383742213249,0.000502732302993536,0.0004943804815411568,0.0005343674411297519,10,0.0004970608279109001,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,1000,10,2,10,,10,1,0.0021682297810912132,0.002261703833937645,0.00217409897595644,0.002177922986447811,0.002183429431170225,0.0021682297810912132,0.002235153154241865,10,0.002174521330744028,0,1.0,12.0,26377.0
predict,skl,2.0,10000,10,2,10,,10,1,0.011453620158135891,0.011654611676931381,0.011464427225291729,0.01149149052798748,0.011488927714526653,0.011453620158135891,0.011599920320642044,10,0.011465734336525202,0,,,
predict,onxpython_compiled,,10000,10,2,10,,10,1,0.004805903881788254,0.004940740764141083,0.004818271845579147,0.0048289429396390915,0.004838174488395452,0.004805903881788254,0.004917696871995676,10,0.004822615534067154,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,10000,10,2,10,,10,1,0.021432742476463318,0.022094699554145336,0.021459991112351418,0.021483407355844975,0.021527163125574587,0.021432742476463318,0.021900224349981113,10,0.021466033533215523,0,1.0,12.0,26377.0
predict,skl,2.0,1,10,2,100,,10,1,0.00010442547500133514,0.0001956513151526451,0.00010660197585821152,0.0001222500577569008,0.00012121452018618584,0.00010442547500133514,0.00017484505515559138,10,0.0001081414520740509,0,,,
predict,onxpython_compiled,,1,10,2,100,,10,1,1.305900514125824e-05,6.942078471183777e-05,1.336168497800827e-05,1.4026649296283722e-05,1.9425246864557267e-05,1.305900514125824e-05,5.2143256381564056e-05,10,1.3848766684532166e-05,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,1,10,2,100,,10,1,2.858135849237442e-05,7.541198283433914e-05,2.9141083359718323e-05,3.127939999103546e-05,3.4884829074144366e-05,2.858135849237442e-05,6.168334098637023e-05,10,2.9878225177526474e-05,0,1.0,12.0,26377.0
predict,skl,2.0,10,10,2,100,,10,1,0.00011464022099971771,0.00014121271669864655,0.00011683348566293716,0.00012307241559028625,0.00012118741869926453,0.00011464022099971771,0.00013634400213956277,10,0.00011764280498027802,0,,,
predict,onxpython_compiled,,10,10,2,100,,10,1,2.8741545975208282e-05,3.88631597161293e-05,2.9325485229492188e-05,3.0310824513435364e-05,3.055641427636146e-05,2.8741545975208282e-05,3.6108393154150404e-05,10,2.9509887099266052e-05,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,10,10,2,100,,10,1,4.685297608375549e-05,6.320234388113022e-05,4.7161243855953217e-05,4.8945657908916473e-05,4.950622096657753e-05,4.685297608375549e-05,5.878079051944168e-05,10,4.764832556247711e-05,0,1.0,12.0,26377.0
predict,skl,2.0,100,10,2,100,,10,1,0.0002279076725244522,0.0002584122121334076,0.0002301279455423355,0.00023824628442525864,0.00023463685065507888,0.0002279076725244522,0.00025178094149647963,10,0.00023045577108860016,0,,,
predict,onxpython_compiled,,100,10,2,100,,10,1,6.245076656341553e-05,0.0001184726133942604,6.322748959064484e-05,6.407778710126877e-05,6.894562393426895e-05,6.245076656341553e-05,0.00010132736119859735,10,6.355205550789833e-05,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,100,10,2,100,,10,1,0.0002403324469923973,0.00026937294751405716,0.00024213362485170364,0.00025761406868696213,0.0002513144165277481,0.0002403324469923973,0.00026937294751405716,10,0.0002481192350387573,0,1.0,12.0,26377.0
predict,skl,2.0,1000,10,2,100,,10,1,0.0012980056926608086,0.0013267267495393753,0.0013036904856562614,0.0013076961040496826,0.0013064365833997727,0.0012980056926608086,0.0013213638845901805,10,0.0013043740764260292,0,,,
predict,onxpython_compiled,,1000,10,2,100,,10,1,0.0004918863996863365,0.0005476493388414383,0.0004949849098920822,0.000498039647936821,0.0005008239299058914,0.0004918863996863365,0.0005316562630757708,10,0.0004961821250617504,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,1000,10,2,100,,10,1,0.0021495670080184937,0.002252044156193733,0.002152465283870697,0.0021647466346621513,0.002166888117790222,0.0021495670080184937,0.002224495320296238,10,0.002157364971935749,0,1.0,12.0,26377.0
predict,skl,2.0,10000,10,2,100,,10,1,0.0115187494084239,0.011708305217325687,0.011525880545377731,0.011563802137970924,0.01155871907249093,0.0115187494084239,0.011662244565510313,10,0.011549150571227074,0,,,
predict,onxpython_compiled,,10000,10,2,100,,10,1,0.004783659242093563,0.004884544759988785,0.004807084798812866,0.004864498041570187,0.004824390541762114,0.004783659242093563,0.004884544759988785,10,0.004807908553630114,0,1.0,12.0,26377.0
predict,onxonnxruntime1,,10000,10,2,100,,10,1,0.021220065653324127,0.021844802424311638,0.021253653801977634,0.021315830759704113,0.021344402432441713,0.021220065653324127,0.021696285647802096,10,0.021276418585330248,0,1.0,12.0,26377.0
predict,skl,2.0,1,10,5,1,,10,1,0.0001075277104973793,0.0002282923087477684,0.00011048838496208191,0.00011619552969932556,0.0001244502142071724,0.0001075277104973793,0.0001929707602986438,10,0.00011197337880730629,0,,,
predict,onxpython_compiled,,1,10,5,1,,10,1,1.5045516192913055e-05,8.636806160211563e-05,1.600850373506546e-05,1.7374753952026367e-05,2.3619923740625382e-05,1.5045516192913055e-05,6.474066551068696e-05,10,1.6139354556798935e-05,0,1.0,12.0,229612.0
predict,onxonnxruntime1,,1,10,5,1,,10,1,3.445986658334732e-05,7.965508848428726e-05,3.5721808671951294e-05,3.712903708219528e-05,4.0566083043813705e-05,3.445986658334732e-05,6.627633466745158e-05,10,3.607664257287979e-05,0,1.0,12.0,229612.0
predict,skl,2.0,10,10,5,1,,10,1,0.00013916846364736557,0.00017251726239919662,0.00014123041182756424,0.00014671403914690018,0.00014600511640310286,0.00013916846364736557,0.00016494075032794114,10,0.00014171749353408813,0,,,
predict,onxpython_compiled,,10,10,5,1,,10,1,6.02230429649353e-05,9.154714643955231e-05,6.182584911584854e-05,6.758887320756912e-05,6.677582859992981e-05,6.02230429649353e-05,8.435372180928568e-05,10,6.337696686387062e-05,0,1.0,12.0,229612.0
predict,onxonnxruntime1,,10,10,5,1,,10,1,7.910933345556259e-05,0.00010164082050323486,8.069444447755814e-05,8.35442915558815e-05,8.372459560632706e-05,7.910933345556259e-05,9.619872995086066e-05,10,8.185207843780518e-05,0,1.0,12.0,229612.0
predict,skl,2.0,100,10,5,1,,10,1,0.0003986889496445656,0.0004383660852909088,0.00040203239768743515,0.00040737632662057877,0.00040723439306020735,0.0003986889496445656,0.0004284110171516489,10,0.0004041180945932865,0,,,
predict,onxpython_compiled,,100,10,5,1,,10,1,0.0001424914225935936,0.00019637588411569595,0.0001430930569767952,0.00014482345432043076,0.00014948304742574693,0.0001424914225935936,0.00018038539525325274,10,0.00014394568279385567,0,1.0,12.0,229612.0
predict,onxonnxruntime1,,100,10,5,1,,10,1,0.0005122674629092216,0.0005747480317950249,0.0005161771550774574,0.0005463492125272751,0.0005294213071465493,0.0005122674629092216,0.0005691531385940093,10,0.000518695916980505,0,1.0,12.0,229612.0
predict,skl,2.0,1000,10,5,1,,10,1,0.002689971588551998,0.0027430737391114235,0.002700584940612316,0.002724430523812771,0.002711599599570036,0.002689971588551998,0.0027430737391114235,10,0.0027050613425672054,0,,,
predict,onxpython_compiled,,1000,10,5,1,,10,1,0.0012703556567430496,0.0013314280658960342,0.001277499832212925,0.0012859413400292397,0.0012860403396189213,0.0012703556567430496,0.0013173799961275592,10,0.0012844563461840153,0,1.0,12.0,229612.0
predict,onxonnxruntime1,,1000,10,5,1,,10,1,0.004854305647313595,0.005012958310544491,0.004861351102590561,0.0048654042184352875,0.004878325387835503,0.004854305647313595,0.0049671678250581535,10,0.004863556940108538,0,1.0,12.0,229612.0
predict,skl,2.0,10000,10,5,1,,10,1,0.024303315207362175,0.024543323554098606,0.024351446889340878,0.024389391764998436,0.024377845320850612,0.024303315207362175,0.024499874319075163,10,0.02437055390328169,0,,,
predict,onxpython_compiled,,10000,10,5,1,,10,1,0.012681912630796432,0.012808382511138916,0.012693816795945168,0.012710381299257278,0.012708537932485341,0.012681912630796432,0.012776426287105328,10,0.012698492500931025,0,1.0,12.0,229612.0
predict,onxonnxruntime1,,10000,10,5,1,,10,1,0.04829136002808809,0.0490926643833518,0.04833943769335747,0.048417859710752964,0.048434164840728045,0.04829136002808809,0.04887285211376416,10,0.04835419915616512,0,1.0,12.0,229612.0
predict,skl,2.0,1,10,5,10,,10,1,0.00010781362652778625,0.00022666901350021362,0.00010948535054922104,0.00011526700109243393,0.00012367116287350654,0.00010781362652778625,0.0001914808901945851,10,0.0001117330975830555,0,,,
predict,onxpython_compiled,,1,10,5,10,,10,1,1.4901161193847656e-05,8.760392665863037e-05,1.6040168702602386e-05,1.6996636986732483e-05,2.3606419563293458e-05,1.4901161193847656e-05,6.55276331086739e-05,10,1.6239937394857407e-05,0,1.0,12.0,228809.0
predict,onxonnxruntime1,,1,10,5,10,,10,1,3.5832636058330536e-05,8.335523307323456e-05,3.6597251892089844e-05,3.860797733068466e-05,4.21818345785141e-05,3.5832636058330536e-05,6.929837564577283e-05,10,3.7235673516988754e-05,0,1.0,12.0,228809.0
predict,skl,2.0,10,10,5,10,,10,1,0.00013972260057926178,0.00017535686492919922,0.00014170538634061813,0.00014741532504558563,0.00014728428795933722,0.00013972260057926178,0.00016729339373909875,10,0.0001439354382455349,0,,,
predict,onxpython_compiled,,10,10,5,10,,10,1,5.891546607017517e-05,9.725615382194519e-05,6.139278411865234e-05,6.526149809360504e-05,6.665531545877457e-05,5.891546607017517e-05,8.787003944577225e-05,10,6.281491369009018e-05,0,1.0,12.0,228809.0
predict,onxonnxruntime1,,10,10,5,10,,10,1,8.590612560510635e-05,0.0001092664897441864,8.796248584985733e-05,9.225588291883469e-05,9.125098586082458e-05,8.590612560510635e-05,0.00010436719810421563,10,8.895015344023705e-05,0,1.0,12.0,228809.0
predict,skl,2.0,100,10,5,10,,10,1,0.00039795227348804474,0.00044652074575424194,0.0004032142460346222,0.0004099234938621521,0.00040967296808958054,0.00039795227348804474,0.0004356081064869964,10,0.00040590250864624977,0,,,
predict,onxpython_compiled,,100,10,5,10,,10,1,0.00013721827417612076,0.00019622035324573517,0.00013831164687871933,0.00014005228877067566,0.00014455877244472503,0.00013721827417612076,0.00017836789546207563,10,0.00013895472511649132,0,1.0,12.0,228809.0
predict,onxonnxruntime1,,100,10,5,10,,10,1,0.0005803797394037247,0.0006634984165430069,0.0005839662626385689,0.0005972106009721756,0.0005983076989650726,0.0005803797394037247,0.0006513829118043086,10,0.0005852840840816498,0,1.0,12.0,228809.0
predict,skl,2.0,1000,10,5,10,,10,1,0.002688594162464142,0.0027519240975379944,0.0027000214904546738,0.0027020443230867386,0.0027044884860515594,0.002688594162464142,0.0027383560081840628,10,0.0027008038014173508,0,,,
predict,onxpython_compiled,,1000,10,5,10,,10,1,0.001216718927025795,0.001285267062485218,0.0012189242988824844,0.001224244013428688,0.0012276933528482914,0.001216718927025795,0.0012657529164718682,10,0.0012227674014866352,0,1.0,12.0,228809.0
predict,onxonnxruntime1,,1000,10,5,10,,10,1,0.005472438409924507,0.005657413974404335,0.005492692813277245,0.005511329509317875,0.005511232931166887,0.005472438409924507,0.005612616065172944,10,0.005494668614119291,0,1.0,12.0,228809.0
predict,skl,2.0,10000,10,5,10,,10,1,0.024370084516704082,0.024764454923570156,0.02440956048667431,0.02445320226252079,0.024472761899232864,0.024370084516704082,0.024713802622247975,10,0.02441780362278223,0,,,
predict,onxpython_compiled,,10000,10,5,10,,10,1,0.011948361992835999,0.014592637307941914,0.012020573019981384,0.012118778191506863,0.012397617101669312,0.011948361992835999,0.013985809237139293,10,0.01203103456646204,0,1.0,12.0,228809.0
predict,onxonnxruntime1,,10000,10,5,10,,10,1,0.05452772602438927,0.05546635575592518,0.05459506995975971,0.05463182646781206,0.054705400578677656,0.05452772602438927,0.05522565134489488,10,0.054623596370220184,0,1.0,12.0,228809.0
predict,skl,2.0,1,10,5,100,,10,1,0.00010829884558916092,0.0002308366820216179,0.00011091027408838272,0.00012576766312122345,0.0001334638334810734,0.00010829884558916092,0.0002141720656302671,10,0.00011341040953993797,0,,,
predict,onxpython_compiled,,1,10,5,100,,10,1,1.5399418771266937e-05,8.507166057825089e-05,1.6124919056892395e-05,1.674797385931015e-05,2.344716340303421e-05,1.5399418771266937e-05,6.38041359856175e-05,10,1.6265083104372025e-05,0,1.0,12.0,229320.0
predict,onxonnxruntime1,,1,10,5,100,,10,1,3.4904107451438904e-05,8.011050522327423e-05,3.5499222576618195e-05,3.901869058609009e-05,4.097018390893936e-05,3.4904107451438904e-05,6.681409583036529e-05,10,3.574695438146591e-05,0,1.0,12.0,229320.0
predict,skl,2.0,10,10,5,100,,10,1,0.0001407340168952942,0.0001709219068288803,0.00014386046677827835,0.00014858879148960114,0.0001483115367591381,0.0001407340168952942,0.0001647059241040942,10,0.0001455848105251789,0,,,
predict,onxpython_compiled,,10,10,5,100,,10,1,6.023794412612915e-05,8.572172373533249e-05,6.201304495334625e-05,6.760843098163605e-05,6.606383249163628e-05,6.023794412612915e-05,8.099331350282114e-05,10,6.310036405920982e-05,0,1.0,12.0,229320.0
predict,onxonnxruntime1,,10,10,5,100,,10,1,7.746368646621704e-05,0.00010095909237861633,7.964391261339188e-05,8.353870362043381e-05,8.295644074678421e-05,7.746368646621704e-05,9.587407179879309e-05,10,8.063577115535736e-05,0,1.0,12.0,229320.0
predict,skl,2.0,100,10,5,100,,10,1,0.00039567798376083374,0.0004572821781039238,0.0004037069156765938,0.0004153987392783165,0.00041154567152261733,0.00039567798376083374,0.0004458992088832062,10,0.00040527619421482086,0,,,
predict,onxpython_compiled,,100,10,5,100,,10,1,0.000140385702252388,0.00019542500376701355,0.0001434963196516037,0.0001495620235800743,0.0001497705467045307,0.000140385702252388,0.000180171588891717,10,0.00014459015801548958,0,1.0,12.0,229320.0
predict,onxonnxruntime1,,100,10,5,100,,10,1,0.0005113817751407623,0.0005719438195228577,0.0005147121846675873,0.000528247095644474,0.0005249400623142719,0.0005113817751407623,0.0005628299645910074,10,0.0005157464183866978,0,1.0,12.0,229320.0
predict,skl,2.0,1000,10,5,100,,10,1,0.002680421806871891,0.002726891078054905,0.002683071419596672,0.0026949606835842133,0.00269043305888772,0.002680421806871891,0.00271680642774466,10,0.0026845294050872326,0,,,
predict,onxpython_compiled,,1000,10,5,100,,10,1,0.001246640458703041,0.0013312380760908127,0.0012519052252173424,0.0012552645057439804,0.0012645372189581394,0.001246640458703041,0.0013149997323433442,10,0.001253976020962,0,1.0,12.0,229320.0
predict,onxonnxruntime1,,1000,10,5,100,,10,1,0.004854835569858551,0.004981574602425098,0.00486257579177618,0.004872043617069721,0.00487833060324192,0.004854835569858551,0.004947859825143487,10,0.004866806324571371,0,1.0,12.0,229320.0
